Geoid,County,Geography,Eligible_Tract,Recommended_Tract_30_20_30,Contiguous_Tract,ACS 2012_2016_Tract,OZ_Possible_Tract
06037302201,Los Angeles,"Census Tract 3022.01, Los Angeles County",Yes,,,,Yes
06037302202,Los Angeles,"Census Tract 3022.02, Los Angeles County",Yes,,,,Yes
06037302301,Los Angeles,"Census Tract 3023.01, Los Angeles County",Yes,,,,Yes
06037302302,Los Angeles,"Census Tract 3023.02, Los Angeles County",Yes,,,,Yes
06037302401,Los Angeles,"Census Tract 3024.01, Los Angeles County",Yes,,,,Yes
06037302503,Los Angeles,"Census Tract 3025.03, Los Angeles County",Yes,,,,Yes
06037302504,Los Angeles,"Census Tract 3025.04, Los Angeles County",Yes,,,,Yes
06037302505,Los Angeles,"Census Tract 3025.05, Los Angeles County",Yes,,,,Yes
06037302506,Los Angeles,"Census Tract 3025.06, Los Angeles County",Yes,,,,Yes
06037310201,Los Angeles,"Census Tract 3102.01, Los Angeles County",,,Yes,,Yes
06037310501,Los Angeles,"Census Tract 3105.01, Los Angeles County",,,Yes,,Yes
06037310601,Los Angeles,"Census Tract 3106.01, Los Angeles County",Yes,,,,Yes
06037310602,Los Angeles,"Census Tract 3106.02, Los Angeles County",,,Yes,,Yes
06037310701,Los Angeles,"Census Tract 3107.01, Los Angeles County",Yes,,,,Yes
06037310702,Los Angeles,"Census Tract 3107.02, Los Angeles County",,,Yes,Yes,Yes
06037310703,Los Angeles,"Census Tract 3107.03, Los Angeles County",Yes,,,,Yes
06037310800,Los Angeles,"Census Tract 3108, Los Angeles County",,,Yes,,Yes
06037310900,Los Angeles,"Census Tract 3109, Los Angeles County",,,Yes,,Yes
06037311801,Los Angeles,"Census Tract 3118.01, Los Angeles County",Yes,,,,Yes
06037311802,Los Angeles,"Census Tract 3118.02, Los Angeles County",Yes,,,,Yes
06037320100,Los Angeles,"Census Tract 3201, Los Angeles County",,,Yes,,Yes
06037320201,Los Angeles,"Census Tract 3202.01, Los Angeles County",Yes,,,,Yes
06037320202,Los Angeles,"Census Tract 3202.02, Los Angeles County",,,Yes,,Yes
06037320300,Los Angeles,"Census Tract 3203, Los Angeles County",Yes,,,,Yes
06037400602,Los Angeles,"Census Tract 4006.02, Los Angeles County",Yes,,,,Yes
06037400603,Los Angeles,"Census Tract 4006.03, Los Angeles County",,,Yes,,Yes
06037400604,Los Angeles,"Census Tract 4006.04, Los Angeles County",Yes,,,,Yes
06037400800,Los Angeles,"Census Tract 4008, Los Angeles County",,,Yes,,Yes
06037400900,Los Angeles,"Census Tract 4009, Los Angeles County",,,Yes,,Yes
06037401500,Los Angeles,"Census Tract 4015, Los Angeles County",,,Yes,,Yes
06037401703,Los Angeles,"Census Tract 4017.03, Los Angeles County",,,Yes,,Yes
06037401704,Los Angeles,"Census Tract 4017.04, Los Angeles County",,,Yes,,Yes
06037402101,Los Angeles,"Census Tract 4021.01, Los Angeles County",,,,Yes,Yes
06037402102,Los Angeles,"Census Tract 4021.02, Los Angeles County",,,Yes,,Yes
06037402200,Los Angeles,"Census Tract 4022, Los Angeles County",Yes,,,,Yes
06037402301,Los Angeles,"Census Tract 4023.01, Los Angeles County",Yes,,,,Yes
06037402303,Los Angeles,"Census Tract 4023.03, Los Angeles County",Yes,,,,Yes
06037402304,Los Angeles,"Census Tract 4023.04, Los Angeles County",Yes,Yes,,,Yes
06037402402,Los Angeles,"Census Tract 4024.02, Los Angeles County",Yes,,,,Yes
06037402403,Los Angeles,"Census Tract 4024.03, Los Angeles County",,,Yes,,Yes
06037402405,Los Angeles,"Census Tract 4024.05, Los Angeles County",,,Yes,Yes,Yes
06037402406,Los Angeles,"Census Tract 4024.06, Los Angeles County",Yes,,,,Yes
06037402501,Los Angeles,"Census Tract 4025.01, Los Angeles County",Yes,,,,Yes
06037402502,Los Angeles,"Census Tract 4025.02, Los Angeles County",Yes,,,,Yes
06037402600,Los Angeles,"Census Tract 4026, Los Angeles County",Yes,,,,Yes
06037402702,Los Angeles,"Census Tract 4027.02, Los Angeles County",Yes,Yes,,,Yes
06037402703,Los Angeles,"Census Tract 4027.03, Los Angeles County",,,Yes,Yes,Yes
06037402706,Los Angeles,"Census Tract 4027.06, Los Angeles County",Yes,,,,Yes
06037402801,Los Angeles,"Census Tract 4028.01, Los Angeles County",Yes,,,,Yes
06037402803,Los Angeles,"Census Tract 4028.03, Los Angeles County",Yes,,,,Yes
06037402804,Los Angeles,"Census Tract 4028.04, Los Angeles County",Yes,,,,Yes
06037402902,Los Angeles,"Census Tract 4029.02, Los Angeles County",Yes,,,,Yes
06037402903,Los Angeles,"Census Tract 4029.03, Los Angeles County",Yes,,,,Yes
06037402904,Los Angeles,"Census Tract 4029.04, Los Angeles County",,,Yes,,Yes
06037403000,Los Angeles,"Census Tract 4030, Los Angeles County",Yes,,,,Yes
06037403200,Los Angeles,"Census Tract 4032, Los Angeles County",Yes,Yes,,,Yes
06037403722,Los Angeles,"Census Tract 4037.22, Los Angeles County",Yes,,,,Yes
06037403901,Los Angeles,"Census Tract 4039.01, Los Angeles County",,,Yes,,Yes
06037404000,Los Angeles,"Census Tract 4040, Los Angeles County",,,Yes,,Yes
06037404100,Los Angeles,"Census Tract 4041, Los Angeles County",,,Yes,,Yes
06037404201,Los Angeles,"Census Tract 4042.01, Los Angeles County",Yes,Yes,,,Yes
06037404202,Los Angeles,"Census Tract 4042.02, Los Angeles County",Yes,,,,Yes
06037404301,Los Angeles,"Census Tract 4043.01, Los Angeles County",Yes,,,,Yes
06037404401,Los Angeles,"Census Tract 4044.01, Los Angeles County",,,Yes,,Yes
06037404501,Los Angeles,"Census Tract 4045.01, Los Angeles County",Yes,,,,Yes
06037404504,Los Angeles,"Census Tract 4045.04, Los Angeles County",Yes,,,,Yes
06037404600,Los Angeles,"Census Tract 4046, Los Angeles County",Yes,,,,Yes
06037404701,Los Angeles,"Census Tract 4047.01, Los Angeles County",Yes,,,,Yes
06037404702,Los Angeles,"Census Tract 4047.02, Los Angeles County",Yes,,,,Yes
06037404703,Los Angeles,"Census Tract 4047.03, Los Angeles County",Yes,,,,Yes
06037404801,Los Angeles,"Census Tract 4048.01, Los Angeles County",Yes,,,,Yes
06037404802,Los Angeles,"Census Tract 4048.02, Los Angeles County",Yes,,,,Yes
06037404803,Los Angeles,"Census Tract 4048.03, Los Angeles County",Yes,,,,Yes
06037404902,Los Angeles,"Census Tract 4049.02, Los Angeles County",Yes,,,,Yes
06037404903,Los Angeles,"Census Tract 4049.03, Los Angeles County",Yes,,,,Yes
06037405001,Los Angeles,"Census Tract 4050.01, Los Angeles County",,,Yes,,Yes
06037405002,Los Angeles,"Census Tract 4050.02, Los Angeles County",,,Yes,,Yes
06037405101,Los Angeles,"Census Tract 4051.01, Los Angeles County",Yes,,,,Yes
06037405102,Los Angeles,"Census Tract 4051.02, Los Angeles County",Yes,,,,Yes
06037405201,Los Angeles,"Census Tract 4052.01, Los Angeles County",Yes,,,,Yes
06037405202,Los Angeles,"Census Tract 4052.02, Los Angeles County",,,Yes,,Yes
06037405301,Los Angeles,"Census Tract 4053.01, Los Angeles County",Yes,,,,Yes
06037405702,Los Angeles,"Census Tract 4057.02, Los Angeles County",,,Yes,,Yes
06037406102,Los Angeles,"Census Tract 4061.02, Los Angeles County",,,Yes,,Yes
06037406200,Los Angeles,"Census Tract 4062, Los Angeles County",Yes,,,,Yes
06037406602,Los Angeles,"Census Tract 4066.02, Los Angeles County",,,Yes,,Yes
06037406701,Los Angeles,"Census Tract 4067.01, Los Angeles County",,,Yes,,Yes
06037406901,Los Angeles,"Census Tract 4069.01, Los Angeles County",,,Yes,Yes,Yes
06037407002,Los Angeles,"Census Tract 4070.02, Los Angeles County",,,Yes,,Yes
06037407101,Los Angeles,"Census Tract 4071.01, Los Angeles County",Yes,,,,Yes
06037407102,Los Angeles,"Census Tract 4071.02, Los Angeles County",Yes,,,,Yes
06037407200,Los Angeles,"Census Tract 4072, Los Angeles County",Yes,,,,Yes
06037407301,Los Angeles,"Census Tract 4073.01, Los Angeles County",,,Yes,,Yes
06037407302,Los Angeles,"Census Tract 4073.02, Los Angeles County",,,Yes,,Yes
06037407501,Los Angeles,"Census Tract 4075.01, Los Angeles County",Yes,,,,Yes
06037407502,Los Angeles,"Census Tract 4075.02, Los Angeles County",,,Yes,,Yes
06037407601,Los Angeles,"Census Tract 4076.01, Los Angeles County",Yes,,,,Yes
06037407602,Los Angeles,"Census Tract 4076.02, Los Angeles County",,,Yes,Yes,Yes
06037407701,Los Angeles,"Census Tract 4077.01, Los Angeles County",Yes,,,,Yes
06037407702,Los Angeles,"Census Tract 4077.02, Los Angeles County",,,Yes,,Yes
06037407802,Los Angeles,"Census Tract 4078.02, Los Angeles County",,,Yes,,Yes
06037408004,Los Angeles,"Census Tract 4080.04, Los Angeles County",,,Yes,,Yes
06037408006,Los Angeles,"Census Tract 4080.06, Los Angeles County",Yes,,,,Yes
06037408137,Los Angeles,"Census Tract 4081.37, Los Angeles County",,,Yes,,Yes
06037408138,Los Angeles,"Census Tract 4081.38, Los Angeles County",Yes,Yes,,,Yes
06037408139,Los Angeles,"Census Tract 4081.39, Los Angeles County",Yes,,,,Yes
06037408140,Los Angeles,"Census Tract 4081.40, Los Angeles County",Yes,,,,Yes
06037408141,Los Angeles,"Census Tract 4081.41, Los Angeles County",Yes,,,,Yes
06037408202,Los Angeles,"Census Tract 4082.02, Los Angeles County",Yes,,,,Yes
06037408211,Los Angeles,"Census Tract 4082.11, Los Angeles County",Yes,,,,Yes
06037408212,Los Angeles,"Census Tract 4082.12, Los Angeles County",,,Yes,,Yes
06037408301,Los Angeles,"Census Tract 4083.01, Los Angeles County",Yes,,,,Yes
06037408302,Los Angeles,"Census Tract 4083.02, Los Angeles County",,,Yes,,Yes
06037408501,Los Angeles,"Census Tract 4085.01, Los Angeles County",,,Yes,,Yes
06037408630,Los Angeles,"Census Tract 4086.30, Los Angeles County",,,Yes,,Yes
06037408704,Los Angeles,"Census Tract 4087.04, Los Angeles County",Yes,,,,Yes
06037408705,Los Angeles,"Census Tract 4087.05, Los Angeles County",,,Yes,,Yes
06037408722,Los Angeles,"Census Tract 4087.22, Los Angeles County",,,Yes,,Yes
06037408723,Los Angeles,"Census Tract 4087.23, Los Angeles County",Yes,,,,Yes
06037408724,Los Angeles,"Census Tract 4087.24, Los Angeles County",Yes,,,,Yes
06037408800,Los Angeles,"Census Tract 4088, Los Angeles County",Yes,Yes,,,Yes
06037430002,Los Angeles,"Census Tract 4300.02, Los Angeles County",,,Yes,,Yes
06037430102,Los Angeles,"Census Tract 4301.02, Los Angeles County",,,Yes,,Yes
06037431200,Los Angeles,"Census Tract 4312, Los Angeles County",,,Yes,,Yes
06037431501,Los Angeles,"Census Tract 4315.01, Los Angeles County",Yes,,,,Yes
06037431900,Los Angeles,"Census Tract 4319, Los Angeles County",,,,Yes,Yes
06037432201,Los Angeles,"Census Tract 4322.01, Los Angeles County",Yes,,,,Yes
06037432202,Los Angeles,"Census Tract 4322.02, Los Angeles County",Yes,,,,Yes
06037432300,Los Angeles,"Census Tract 4323, Los Angeles County",,,Yes,,Yes
06037432401,Los Angeles,"Census Tract 4324.01, Los Angeles County",Yes,,,,Yes
06037432402,Los Angeles,"Census Tract 4324.02, Los Angeles County",Yes,,,,Yes
06037432500,Los Angeles,"Census Tract 4325, Los Angeles County",,,Yes,,Yes
06037432601,Los Angeles,"Census Tract 4326.01, Los Angeles County",Yes,,,,Yes
06037432602,Los Angeles,"Census Tract 4326.02, Los Angeles County",,,Yes,,Yes
06037432700,Los Angeles,"Census Tract 4327, Los Angeles County",Yes,,,,Yes
06037432801,Los Angeles,"Census Tract 4328.01, Los Angeles County",Yes,,,,Yes
06037432802,Los Angeles,"Census Tract 4328.02, Los Angeles County",Yes,,,,Yes
06037432901,Los Angeles,"Census Tract 4329.01, Los Angeles County",,,Yes,,Yes
06037432902,Los Angeles,"Census Tract 4329.02, Los Angeles County",Yes,,,,Yes
06037433101,Los Angeles,"Census Tract 4331.01, Los Angeles County",Yes,,,,Yes
06037433102,Los Angeles,"Census Tract 4331.02, Los Angeles County",Yes,,,,Yes
06037433200,Los Angeles,"Census Tract 4332, Los Angeles County",Yes,,,,Yes
06037433302,Los Angeles,"Census Tract 4333.02, Los Angeles County",Yes,Yes,,,Yes
06037433304,Los Angeles,"Census Tract 4333.04, Los Angeles County",Yes,,,,Yes
06037433305,Los Angeles,"Census Tract 4333.05, Los Angeles County",Yes,,,,Yes
06037433306,Los Angeles,"Census Tract 4333.06, Los Angeles County",Yes,,,,Yes
06037433307,Los Angeles,"Census Tract 4333.07, Los Angeles County",Yes,,,,Yes
06037433401,Los Angeles,"Census Tract 4334.01, Los Angeles County",Yes,,,,Yes
06037433402,Los Angeles,"Census Tract 4334.02, Los Angeles County",Yes,,,,Yes
06037433403,Los Angeles,"Census Tract 4334.03, Los Angeles County",Yes,Yes,,,Yes
06037433501,Los Angeles,"Census Tract 4335.01, Los Angeles County",Yes,Yes,,,Yes
06037433503,Los Angeles,"Census Tract 4335.03, Los Angeles County",Yes,,,,Yes
06037433504,Los Angeles,"Census Tract 4335.04, Los Angeles County",Yes,,,,Yes
06037433601,Los Angeles,"Census Tract 4336.01, Los Angeles County",Yes,,,,Yes
06037433602,Los Angeles,"Census Tract 4336.02, Los Angeles County",Yes,,,,Yes
06037433700,Los Angeles,"Census Tract 4337, Los Angeles County",Yes,,,,Yes
06037433801,Los Angeles,"Census Tract 4338.01, Los Angeles County",Yes,,,,Yes
06037433802,Los Angeles,"Census Tract 4338.02, Los Angeles County",,,Yes,,Yes
06037433901,Los Angeles,"Census Tract 4339.01, Los Angeles County",Yes,Yes,,,Yes
06037433902,Los Angeles,"Census Tract 4339.02, Los Angeles County",Yes,,,,Yes
06037434001,Los Angeles,"Census Tract 4340.01, Los Angeles County",Yes,,,,Yes
06037434003,Los Angeles,"Census Tract 4340.03, Los Angeles County",Yes,,,,Yes
06037434004,Los Angeles,"Census Tract 4340.04, Los Angeles County",Yes,,,,Yes
06037460302,Los Angeles,"Census Tract 4603.02, Los Angeles County",,,,Yes,Yes
06037461000,Los Angeles,"Census Tract 4610, Los Angeles County",,,Yes,,Yes
06037461502,Los Angeles,"Census Tract 4615.02, Los Angeles County",Yes,,,,Yes
06037461600,Los Angeles,"Census Tract 4616, Los Angeles County",Yes,,,,Yes
06037461901,Los Angeles,"Census Tract 4619.01, Los Angeles County",Yes,,,,Yes
06037461902,Los Angeles,"Census Tract 4619.02, Los Angeles County",Yes,,,,Yes
06037462001,Los Angeles,"Census Tract 4620.01, Los Angeles County",Yes,,,,Yes
06037462002,Los Angeles,"Census Tract 4620.02, Los Angeles County",Yes,,,,Yes
06037462100,Los Angeles,"Census Tract 4621, Los Angeles County",Yes,,,,Yes
06037462201,Los Angeles,"Census Tract 4622.01, Los Angeles County",Yes,,,,Yes
06037462202,Los Angeles,"Census Tract 4622.02, Los Angeles County",Yes,,,,Yes
06037462301,Los Angeles,"Census Tract 4623.01, Los Angeles County",Yes,,,,Yes
06037462302,Los Angeles,"Census Tract 4623.02, Los Angeles County",Yes,,,,Yes
06037462700,Los Angeles,"Census Tract 4627, Los Angeles County",,,Yes,,Yes
06037463400,Los Angeles,"Census Tract 4634, Los Angeles County",,,Yes,,Yes
06037463500,Los Angeles,"Census Tract 4635, Los Angeles County",,,Yes,,Yes
06037463601,Los Angeles,"Census Tract 4636.01, Los Angeles County",,,Yes,,Yes
06037463602,Los Angeles,"Census Tract 4636.02, Los Angeles County",Yes,,,,Yes
06037463700,Los Angeles,"Census Tract 4637, Los Angeles County",,,Yes,,Yes
06037464000,Los Angeles,"Census Tract 4640, Los Angeles County",,,Yes,,Yes
06037480302,Los Angeles,"Census Tract 4803.02, Los Angeles County",,,Yes,,Yes
06037480303,Los Angeles,"Census Tract 4803.03, Los Angeles County",Yes,,,,Yes
06037480304,Los Angeles,"Census Tract 4803.04, Los Angeles County",Yes,,,,Yes
06037480804,Los Angeles,"Census Tract 4808.04, Los Angeles County",,,Yes,,Yes
06037480901,Los Angeles,"Census Tract 4809.01, Los Angeles County",,,Yes,,Yes
06037480902,Los Angeles,"Census Tract 4809.02, Los Angeles County",Yes,,,,Yes
06037480903,Los Angeles,"Census Tract 4809.03, Los Angeles County",Yes,,,,Yes
06037481001,Los Angeles,"Census Tract 4810.01, Los Angeles County",Yes,,,,Yes
06037481002,Los Angeles,"Census Tract 4810.02, Los Angeles County",Yes,,,,Yes
06037481101,Los Angeles,"Census Tract 4811.01, Los Angeles County",Yes,,,,Yes
06037481102,Los Angeles,"Census Tract 4811.02, Los Angeles County",Yes,,,,Yes
06037481103,Los Angeles,"Census Tract 4811.03, Los Angeles County",Yes,,,,Yes
06037481202,Los Angeles,"Census Tract 4812.02, Los Angeles County",,,Yes,,Yes
06037481300,Los Angeles,"Census Tract 4813, Los Angeles County",Yes,,,,Yes
06037481401,Los Angeles,"Census Tract 4814.01, Los Angeles County",Yes,,,,Yes
06037481402,Los Angeles,"Census Tract 4814.02, Los Angeles County",Yes,,,,Yes
06037481500,Los Angeles,"Census Tract 4815, Los Angeles County",Yes,,,,Yes
06037481603,Los Angeles,"Census Tract 4816.03, Los Angeles County",,,Yes,Yes,Yes
06037481604,Los Angeles,"Census Tract 4816.04, Los Angeles County",,,Yes,,Yes
06037481605,Los Angeles,"Census Tract 4816.05, Los Angeles County",,,Yes,Yes,Yes
06037481606,Los Angeles,"Census Tract 4816.06, Los Angeles County",Yes,,,,Yes
06037481711,Los Angeles,"Census Tract 4817.11, Los Angeles County",Yes,,,,Yes
06037481712,Los Angeles,"Census Tract 4817.12, Los Angeles County",Yes,,,,Yes
06037481713,Los Angeles,"Census Tract 4817.13, Los Angeles County",Yes,,,,Yes
06037481714,Los Angeles,"Census Tract 4817.14, Los Angeles County",Yes,,,,Yes
06037482101,Los Angeles,"Census Tract 4821.01, Los Angeles County",,,Yes,,Yes
06037482201,Los Angeles,"Census Tract 4822.01, Los Angeles County",Yes,,,,Yes
06037482202,Los Angeles,"Census Tract 4822.02, Los Angeles County",Yes,,,,Yes
06037482301,Los Angeles,"Census Tract 4823.01, Los Angeles County",Yes,,,,Yes
06037482303,Los Angeles,"Census Tract 4823.03, Los Angeles County",Yes,,,,Yes
06037482304,Los Angeles,"Census Tract 4823.04, Los Angeles County",Yes,,,,Yes
06037482401,Los Angeles,"Census Tract 4824.01, Los Angeles County",Yes,,,,Yes
06037482402,Los Angeles,"Census Tract 4824.02, Los Angeles County",Yes,,,,Yes
06037482502,Los Angeles,"Census Tract 4825.02, Los Angeles County",Yes,,,,Yes
06037482503,Los Angeles,"Census Tract 4825.03, Los Angeles County",Yes,,,,Yes
06037482521,Los Angeles,"Census Tract 4825.21, Los Angeles County",,,Yes,Yes,Yes
06037500402,Los Angeles,"Census Tract 5004.02, Los Angeles County",Yes,,,,Yes
06037500403,Los Angeles,"Census Tract 5004.03, Los Angeles County",,,Yes,,Yes
06037500500,Los Angeles,"Census Tract 5005, Los Angeles County",Yes,,,,Yes
06037500600,Los Angeles,"Census Tract 5006, Los Angeles County",Yes,,,,Yes
06037500700,Los Angeles,"Census Tract 5007, Los Angeles County",,,Yes,,Yes
06037500800,Los Angeles,"Census Tract 5008, Los Angeles County",,,Yes,,Yes
06037500900,Los Angeles,"Census Tract 5009, Los Angeles County",Yes,,,,Yes
06037501001,Los Angeles,"Census Tract 5010.01, Los Angeles County",Yes,,,,Yes
06037501400,Los Angeles,"Census Tract 5014, Los Angeles County",Yes,,,,Yes
06037501503,Los Angeles,"Census Tract 5015.03, Los Angeles County",,,Yes,,Yes
06037501504,Los Angeles,"Census Tract 5015.04, Los Angeles County",Yes,,,,Yes
06037501803,Los Angeles,"Census Tract 5018.03, Los Angeles County",Yes,Yes,,,Yes
06037501804,Los Angeles,"Census Tract 5018.04, Los Angeles County",Yes,,,,Yes
06037502003,Los Angeles,"Census Tract 5020.03, Los Angeles County",,,Yes,,Yes
06037502004,Los Angeles,"Census Tract 5020.04, Los Angeles County",,,Yes,,Yes
06037502005,Los Angeles,"Census Tract 5020.05, Los Angeles County",,,Yes,,Yes
06037502100,Los Angeles,"Census Tract 5021, Los Angeles County",,,Yes,,Yes
06037502200,Los Angeles,"Census Tract 5022, Los Angeles County",,,Yes,,Yes
06037502302,Los Angeles,"Census Tract 5023.02, Los Angeles County",Yes,,,,Yes
06037502401,Los Angeles,"Census Tract 5024.01, Los Angeles County",,,Yes,,Yes
06037502500,Los Angeles,"Census Tract 5025, Los Angeles County",Yes,,,,Yes
06037502602,Los Angeles,"Census Tract 5026.02, Los Angeles County",,,Yes,Yes,Yes
06037502700,Los Angeles,"Census Tract 5027, Los Angeles County",,,Yes,,Yes
06037502802,Los Angeles,"Census Tract 5028.02, Los Angeles County",Yes,,,,Yes
06037502902,Los Angeles,"Census Tract 5029.02, Los Angeles County",Yes,,,,Yes
06037503000,Los Angeles,"Census Tract 5030, Los Angeles County",Yes,,,,Yes
06037503103,Los Angeles,"Census Tract 5031.03, Los Angeles County",,,Yes,,Yes
06037503104,Los Angeles,"Census Tract 5031.04, Los Angeles County",Yes,,,,Yes
06037503106,Los Angeles,"Census Tract 5031.06, Los Angeles County",Yes,,,,Yes
06037503501,Los Angeles,"Census Tract 5035.01, Los Angeles County",,,Yes,,Yes
06037530004,Los Angeles,"Census Tract 5300.04, Los Angeles County",Yes,,,,Yes
06037530006,Los Angeles,"Census Tract 5300.06, Los Angeles County",,,Yes,,Yes
