,state,county,tract,C17002_001E,C17002_008E,POP_BELOW200,TENURE_TOT,TENURE_OWN,TENURE_RENT,B25003A_001E,B25003A_002E,B25003A_003E,B25003B_001E,B25003B_002E,B25003B_003E,B25003C_001E,B25003C_002E,B25003C_003E,B25003D_001E,B25003D_002E,B25003D_003E,B25003E_001E,B25003E_002E,B25003E_003E,B25003F_001E,B25003F_002E,B25003F_003E,B25003G_001E,B25003G_002E,B25003G_003E,B25003H_001E,B25003H_002E,B25003H_003E,B25003I_001E,B25003I_002E,B25003I_003E
788,6,75,26200,7627,5217,2410,2003,1349,654,491,290,201,21,21,0,13,13,0,1076,850,226,0,0,0,346,119,227,56,56,0,352,213,139,514,225,289
789,6,75,26301,4812,3168,1644,1406,822,584,497,302,195,8,0,8,9,0,9,697,420,277,13,13,0,164,69,95,18,18,0,292,147,145,381,236,145
790,6,75,26302,4709,3933,776,1533,931,602,470,320,150,31,0,31,0,0,0,718,527,191,0,0,0,292,84,208,22,0,22,338,235,103,444,169,275
791,6,75,26303,4780,3276,1504,1216,754,462,318,184,134,6,6,0,0,0,0,657,515,142,0,0,0,224,38,186,11,11,0,230,142,88,306,74,232
792,6,75,26401,3700,2349,1351,1061,763,298,141,97,44,82,27,55,0,0,0,718,571,147,10,10,0,99,58,41,11,0,11,81,57,24,159,98,61
793,6,75,26402,4667,3769,898,1194,771,423,259,181,78,128,65,63,20,20,0,557,397,160,0,0,0,166,52,114,64,56,8,234,156,78,243,129,114
794,6,75,26403,3737,2658,1079,1051,540,511,179,66,113,28,18,10,0,0,0,670,432,238,0,0,0,113,24,89,61,0,61,82,39,43,223,51,172
795,6,75,26404,2806,1434,1372,700,335,365,101,53,48,183,46,137,0,0,0,308,205,103,18,0,18,85,26,59,5,5,0,43,33,10,143,46,97
796,6,75,30101,4799,3782,1017,2114,640,1474,1433,479,954,37,0,37,0,0,0,445,161,284,0,0,0,133,0,133,66,0,66,1283,470,813,218,9,209
797,6,75,30102,4604,4173,431,2242,1094,1148,1458,888,570,47,0,47,0,0,0,618,189,429,0,0,0,75,0,75,44,17,27,1317,836,481,165,52,113
798,6,75,30201,4291,3640,651,1907,457,1450,1210,143,1067,9,0,9,0,0,0,546,292,254,0,0,0,22,0,22,120,22,98,1178,143,1035,73,19,54
799,6,75,30202,4621,3807,814,2149,586,1563,1296,310,986,34,0,34,0,0,0,623,276,347,0,0,0,43,0,43,153,0,153,1121,310,811,263,0,263
800,6,75,30301,5968,4999,969,2361,1296,1065,1358,626,732,39,39,0,0,0,0,904,617,287,0,0,0,12,0,12,48,14,34,1297,596,701,96,44,52
801,6,75,30302,4143,3473,670,1464,1179,285,762,570,192,9,0,9,0,0,0,664,580,84,0,0,0,9,9,0,20,20,0,715,547,168,59,35,24
802,6,75,30400,5553,4762,791,1967,1555,412,1113,887,226,45,27,18,9,9,0,724,601,123,0,0,0,39,31,8,37,0,37,1096,879,217,57,39,18
803,6,75,30500,2419,2127,292,1040,752,288,672,505,167,37,0,37,0,0,0,277,217,60,0,0,0,28,19,9,26,11,15,603,462,141,112,62,50
804,6,75,30600,2419,2187,232,878,753,125,546,476,70,17,17,0,0,0,0,251,236,15,0,0,0,48,12,36,16,12,4,504,446,58,101,53,48
805,6,75,30700,6673,5686,987,2652,2177,475,1762,1470,292,29,29,0,0,0,0,720,605,115,0,0,0,42,23,19,99,50,49,1544,1298,246,249,184,65
806,6,75,30800,6074,5578,496,2260,1730,530,1459,1106,353,38,0,38,0,0,0,610,532,78,0,0,0,50,0,50,103,92,11,1371,1049,322,144,63,81
807,6,75,30900,6872,6079,793,2343,2120,223,1337,1188,149,0,0,0,0,0,0,894,894,0,12,12,0,74,0,74,26,26,0,1166,1028,138,245,160,85
808,6,75,31000,3601,3252,349,1302,1025,277,782,622,160,51,35,16,6,0,6,371,332,39,0,0,0,77,28,49,15,8,7,730,591,139,129,59,70
809,6,75,31100,6885,5974,911,2488,1648,840,1604,1023,581,100,69,31,0,0,0,569,457,112,0,0,0,133,48,85,82,51,31,1412,868,544,336,203,133
810,6,75,31201,7299,5321,1978,1983,1136,847,558,210,348,195,119,76,0,0,0,1034,753,281,0,0,0,181,39,142,15,15,0,460,167,293,243,82,161
811,6,75,31202,3207,2316,891,862,585,277,173,130,43,155,105,50,6,0,6,419,287,132,0,0,0,74,58,16,35,5,30,158,115,43,95,73,22
812,6,75,31301,4477,3026,1451,1314,1026,288,358,238,120,333,266,67,16,11,5,503,436,67,0,0,0,13,0,13,91,75,16,307,194,113,104,71,33
813,6,75,31302,5952,3968,1984,1942,1279,663,458,248,210,248,225,23,0,0,0,997,680,317,0,0,0,113,57,56,126,69,57,304,186,118,279,117,162
814,6,75,31400,6956,3977,2979,1861,1172,689,412,273,139,349,213,136,9,0,9,812,592,220,0,0,0,246,76,170,33,18,15,260,206,54,399,143,256
815,6,75,32601,4908,4036,872,1828,762,1066,862,240,622,30,9,21,0,0,0,848,513,335,0,0,0,10,0,10,78,0,78,814,222,592,58,18,40
816,6,75,32602,4634,3410,1224,1718,808,910,758,251,507,16,9,7,3,3,0,825,509,316,0,0,0,72,10,62,44,26,18,709,251,458,103,10,93
817,6,75,32700,7095,5720,1375,2461,1669,792,1021,633,388,0,0,0,0,0,0,1305,951,354,56,56,0,24,0,24,55,29,26,947,587,360,113,46,67
818,6,75,32801,4060,3216,844,1460,788,672,666,322,344,27,0,27,0,0,0,682,446,236,0,0,0,25,13,12,60,7,53,565,282,283,128,67,61
819,6,75,32802,4383,3644,739,1544,986,558,465,257,208,19,0,19,5,5,0,954,724,230,0,0,0,37,0,37,64,0,64,448,248,200,43,9,34
820,6,75,32901,5686,4611,1075,1819,1259,560,650,461,189,38,7,31,0,0,0,1001,728,273,10,10,0,57,22,35,63,31,32,585,424,161,132,69,63
821,6,75,32902,4395,3486,909,1385,961,424,451,272,179,0,0,0,0,0,0,880,689,191,0,0,0,0,0,0,54,0,54,412,256,156,51,28,23
822,6,75,33000,8082,6172,1910,2710,1595,1115,1511,847,664,0,0,0,33,0,33,1117,734,383,0,0,0,0,0,0,49,14,35,1378,815,563,133,32,101
823,6,75,33100,4021,3449,572,1463,1311,152,720,631,89,0,0,0,0,0,0,731,668,63,0,0,0,0,0,0,12,12,0,659,583,76,61,48,13
824,6,75,33201,1624,400,1224,640,0,640,304,0,304,33,0,33,0,0,0,215,0,215,0,0,0,53,0,53,35,0,35,256,0,256,108,0,108
825,6,75,33203,4212,2247,1965,1586,0,1586,888,0,888,121,0,121,0,0,0,394,0,394,0,0,0,154,0,154,29,0,29,783,0,783,253,0,253
826,6,75,33204,4262,2107,2155,1591,0,1591,761,0,761,123,0,123,0,0,0,551,0,551,0,0,0,94,0,94,62,0,62,605,0,605,250,0,250
827,6,75,35100,8812,7337,1475,2849,1733,1116,1365,784,581,18,0,18,18,18,0,1310,931,379,0,0,0,4,0,4,134,0,134,1272,745,527,209,69,140
828,6,75,35201,5835,4709,1126,1960,1271,689,908,479,429,7,7,0,0,0,0,966,748,218,0,0,0,11,11,0,68,26,42,837,439,398,105,60,45
829,6,75,35202,4650,3567,1083,1834,651,1183,1037,278,759,19,0,19,0,0,0,639,373,266,8,0,8,23,0,23,108,0,108,928,252,676,117,26,91
830,6,75,35300,7490,5880,1610,2594,1801,793,908,512,396,0,0,0,0,0,0,1537,1228,309,14,14,0,116,28,88,19,19,0,863,512,351,172,39,133
831,6,75,35400,6457,5398,1059,2514,1392,1122,1012,474,538,51,13,38,0,0,0,1256,896,360,0,0,0,149,0,149,46,9,37,1012,474,538,51,0,51
832,6,75,40100,4464,3467,997,1946,536,1410,1192,337,855,8,0,8,0,0,0,637,189,448,11,0,11,31,10,21,67,0,67,1132,316,816,72,21,51
833,6,75,40200,5541,4492,1049,2433,761,1672,1412,506,906,79,0,79,0,0,0,777,234,543,0,0,0,96,0,96,69,21,48,1332,487,845,218,40,178
834,6,75,42601,4175,2792,1383,1788,420,1368,1139,150,989,33,0,33,6,6,0,516,264,252,0,0,0,62,0,62,32,0,32,1106,150,956,103,0,103
835,6,75,42602,3090,2739,351,1383,404,979,869,188,681,10,0,10,0,0,0,419,216,203,0,0,0,21,0,21,64,0,64,794,177,617,98,11,87
836,6,75,42700,4897,3221,1676,2338,658,1680,1173,236,937,76,27,49,0,0,0,975,369,606,26,26,0,16,0,16,72,0,72,1085,236,849,140,0,140
837,6,75,42800,2456,2273,183,897,678,219,740,551,189,0,0,0,0,0,0,139,114,25,0,0,0,0,0,0,18,13,5,713,541,172,27,10,17
838,6,75,45100,5093,3719,1374,2109,750,1359,1085,324,761,43,0,43,8,8,0,855,393,462,25,25,0,54,0,54,39,0,39,961,299,662,197,25,172
839,6,75,45200,7310,5362,1948,3020,994,2026,1645,605,1040,0,0,0,12,12,0,1103,369,734,29,0,29,20,0,20,211,8,203,1509,573,936,282,32,250
840,6,75,47600,5647,4958,689,2211,817,1394,1119,310,809,15,15,0,0,0,0,1033,492,541,14,0,14,0,0,0,30,0,30,1044,310,734,75,0,75
841,6,75,47701,4313,3111,1202,1907,709,1198,952,232,720,10,0,10,0,0,0,875,447,428,10,10,0,0,0,0,60,20,40,891,220,671,61,12,49
842,6,75,47702,4218,3352,866,1564,670,894,767,205,562,17,7,10,0,0,0,742,441,301,0,0,0,12,0,12,26,17,9,699,185,514,80,20,60
843,6,75,47801,4001,3164,837,1590,751,839,681,227,454,28,14,14,10,10,0,770,460,310,0,0,0,29,0,29,72,40,32,644,219,425,74,27,47
844,6,75,47802,3878,2758,1120,1477,554,923,630,133,497,0,0,0,0,0,0,707,411,296,0,0,0,64,10,54,76,0,76,544,120,424,178,13,165
845,6,75,47901,6837,5394,1443,2679,1529,1150,1566,693,873,38,18,20,0,0,0,989,761,228,0,0,0,0,0,0,86,57,29,1362,670,692,218,23,195
846,6,75,47902,3701,2727,974,1512,715,797,949,352,597,29,0,29,0,0,0,477,344,133,0,0,0,16,0,16,41,19,22,901,328,573,64,24,40
847,6,75,60100,3800,3417,383,1306,35,1271,1177,35,1142,0,0,0,0,0,0,73,0,73,0,0,0,35,0,35,21,0,21,1079,35,1044,133,0,133
848,6,75,60400,1662,1016,646,998,147,851,753,123,630,31,0,31,0,0,0,136,17,119,0,0,0,48,7,41,30,0,30,717,123,594,74,7,67
849,6,75,60502,3416,1256,2160,951,216,735,124,14,110,278,7,271,11,0,11,262,165,97,56,0,56,193,30,163,27,0,27,42,8,34,286,36,250
850,6,75,60700,10239,8298,1941,5186,1734,3452,2452,677,1775,295,0,295,15,0,15,1943,954,989,0,0,0,221,50,171,260,53,207,2311,585,1726,456,142,314
851,6,75,61000,4730,3792,938,1594,973,621,422,253,169,202,124,78,12,12,0,764,509,255,0,0,0,71,44,27,123,31,92,374,235,139,189,48,141
852,6,75,61100,4686,1488,3198,2104,87,2017,128,29,99,19,0,19,18,0,18,1889,58,1831,0,0,0,26,0,26,24,0,24,122,29,93,32,0,32
853,6,75,61200,4195,2404,1791,1184,473,711,274,133,141,311,120,191,15,0,15,317,172,145,0,0,0,235,39,196,32,9,23,201,118,83,323,54,269
854,6,75,61400,6035,4156,1879,2483,1189,1294,1551,874,677,180,21,159,0,0,0,420,263,157,21,0,21,187,14,173,124,17,107,1356,756,600,385,135,250
855,6,75,61500,12893,10771,2122,7352,2883,4469,4063,1499,2564,101,0,101,33,0,33,2777,1280,1497,0,0,0,106,0,106,272,104,168,3863,1447,2416,506,200,306
856,6,75,980200,115,102,13,72,31,41,54,23,31,0,0,0,0,0,0,18,8,10,0,0,0,0,0,0,0,0,0,54,23,31,0,0,0
857,6,75,980300,89,85,4,76,0,76,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,71,0,71,0,0,0
858,6,75,980401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,6,75,980501,853,368,485,285,63,222,23,9,14,65,4,61,0,0,0,155,45,110,27,0,27,5,0,5,10,5,5,13,9,4,15,0,15
860,6,75,980600,476,266,210,188,135,53,80,64,16,83,50,33,0,0,0,21,21,0,0,0,0,0,0,0,4,0,4,53,53,0,27,11,16
861,6,75,980900,260,183,77,142,10,132,94,5,89,18,0,18,0,0,0,14,5,9,0,0,0,16,0,16,0,0,0,83,5,78,27,0,27
862,6,75,990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,6,81,600100,5198,4278,920,2092,1461,631,1236,849,387,76,36,40,0,0,0,549,396,153,0,0,0,105,105,0,126,75,51,1110,799,311,314,238,76
864,6,81,600200,4192,2893,1299,1155,639,516,161,81,80,72,10,62,0,0,0,641,443,198,48,26,22,221,76,145,12,3,9,118,48,70,267,112,155
865,6,81,600300,3861,3288,573,1219,985,234,414,380,34,35,35,0,24,24,0,652,490,162,0,0,0,77,48,29,17,8,9,304,293,11,211,159,52
866,6,81,600401,3415,3079,336,1075,892,183,355,304,51,85,66,19,0,0,0,564,451,113,0,0,0,43,43,0,28,28,0,194,173,21,214,184,30
867,6,81,600402,5130,3756,1374,1260,934,326,236,171,65,48,21,27,14,14,0,671,550,121,7,7,0,207,121,86,77,50,27,130,78,52,378,279,99
868,6,81,600500,7549,6849,700,2040,1419,621,543,320,223,42,28,14,0,0,0,1016,821,195,0,0,0,331,189,142,108,61,47,407,207,200,498,321,177
869,6,81,600600,5704,4210,1494,1535,861,674,472,214,258,47,26,21,0,0,0,616,452,164,0,0,0,344,157,187,56,12,44,155,64,91,689,315,374
870,6,81,600700,7274,5363,1911,2145,1057,1088,621,318,303,128,40,88,0,0,0,1014,629,385,0,0,0,349,53,296,33,17,16,300,135,165,714,236,478
871,6,81,600800,7363,4332,3031,2720,137,2583,776,60,716,294,0,294,0,0,0,1335,54,1281,0,0,0,221,0,221,94,23,71,626,60,566,409,10,399
872,6,81,600900,3993,2958,1035,1387,983,404,661,496,165,10,0,10,0,0,0,616,429,187,9,9,0,48,41,7,43,8,35,590,450,140,124,87,37
873,6,81,601000,6461,5701,760,1984,1718,266,618,495,123,108,99,9,0,0,0,1079,967,112,28,28,0,78,78,0,73,51,22,466,363,103,271,241,30
874,6,81,601100,6205,5381,824,1902,1372,530,666,466,200,40,12,28,0,0,0,1101,835,266,49,21,28,22,22,0,24,16,8,551,425,126,145,71,74
875,6,81,601200,6784,5560,1224,2140,1151,989,675,428,247,17,0,17,18,18,0,1050,632,418,0,0,0,322,61,261,58,12,46,472,323,149,601,196,405
876,6,81,601300,8765,5713,3052,2552,649,1903,625,101,524,116,13,103,0,0,0,1035,351,684,0,0,0,741,169,572,35,15,20,416,66,350,977,213,764
877,6,81,601400,7398,5381,2017,2142,1302,840,451,315,136,99,18,81,0,0,0,1452,920,532,0,0,0,112,33,79,28,16,12,309,246,63,277,125,152
878,6,81,601501,5389,4644,745,1354,921,433,310,264,46,0,0,0,7,7,0,921,603,318,8,8,0,72,12,60,36,27,9,237,191,46,85,85,0
879,6,81,601502,5205,3503,1702,1758,227,1531,384,52,332,77,8,69,0,0,0,924,150,774,57,9,48,288,8,280,28,0,28,305,28,277,391,32,359
880,6,81,601601,2744,2128,616,874,599,275,409,271,138,62,13,49,10,10,0,307,235,72,0,0,0,62,56,6,24,14,10,261,194,67,236,150,86
881,6,81,601603,5992,5161,831,1890,1235,655,525,284,241,64,50,14,0,0,0,1202,845,357,7,7,0,83,40,43,9,9,0,389,210,179,232,105,127
882,6,81,601604,2821,2372,449,1106,732,374,511,330,181,12,12,0,0,0,0,403,305,98,8,8,0,110,28,82,62,49,13,470,309,161,154,66,88
883,6,81,601605,6513,5446,1067,1758,1226,532,266,237,29,73,0,73,15,0,15,1301,961,340,9,9,0,84,9,75,10,10,0,200,182,18,150,64,86
884,6,81,601700,4542,4010,532,1323,1058,265,653,546,107,2,2,0,0,0,0,424,349,75,12,12,0,198,123,75,34,26,8,504,397,107,347,272,75
885,6,81,601800,7185,6080,1105,2094,1790,304,1224,1044,180,0,0,0,0,0,0,616,616,0,43,43,0,163,67,96,48,20,28,793,763,30,594,348,246
886,6,81,601901,4502,3637,865,1392,845,547,721,460,261,8,0,8,0,0,0,486,317,169,0,0,0,155,62,93,22,6,16,430,308,122,460,220,240
887,6,81,601902,5552,4535,1017,2172,843,1329,850,412,438,82,31,51,0,0,0,868,299,569,30,30,0,286,47,239,56,24,32,629,298,331,546,168,378
888,6,81,602000,8038,6101,1937,2442,1843,599,1069,922,147,16,0,16,0,0,0,867,721,146,59,59,0,395,128,267,36,13,23,804,693,111,676,350,326
889,6,81,602100,3346,2023,1323,956,243,713,361,119,242,56,0,56,9,2,7,143,79,64,29,10,19,311,33,278,47,0,47,118,41,77,570,111,459
890,6,81,602200,7806,4939,2867,2420,303,2117,1296,207,1089,141,0,141,14,0,14,236,48,188,62,14,48,496,34,462,175,0,175,533,79,454,1253,162,1091
891,6,81,602300,3978,2735,1243,1118,761,357,484,273,211,19,19,0,16,16,0,336,276,60,29,29,0,174,98,76,60,50,10,259,168,91,444,238,206
892,6,81,602400,7262,5917,1345,2676,1606,1070,1493,987,506,57,13,44,0,0,0,670,402,268,31,31,0,301,62,239,124,111,13,1176,878,298,653,171,482
893,6,81,602500,5641,5061,580,1515,1291,224,402,348,54,65,56,9,0,0,0,909,786,123,37,37,0,37,28,9,65,36,29,324,270,54,123,114,9
894,6,81,602600,7934,6604,1330,2702,1956,746,393,296,97,135,25,110,0,0,0,1983,1533,450,30,30,0,123,47,76,38,25,13,322,225,97,225,157,68
895,6,81,602700,6056,5192,864,1944,1156,788,950,555,395,139,54,85,0,0,0,610,418,192,61,34,27,138,59,79,46,36,10,726,463,263,383,172,211
896,6,81,602800,4652,4146,506,1499,1117,382,752,559,193,86,17,69,0,0,0,493,409,84,8,0,8,51,51,0,109,81,28,630,446,184,216,179,37
897,6,81,602900,3799,3109,690,1574,867,707,1157,698,459,67,44,23,0,0,0,242,84,158,0,0,0,45,11,34,63,30,33,1024,634,390,189,75,114
898,6,81,603000,4353,3556,797,1828,896,932,1501,742,759,30,10,20,21,0,21,160,106,54,13,0,13,68,30,38,35,8,27,1373,693,680,215,87,128
899,6,81,603100,3508,3073,435,1227,977,250,992,833,159,21,21,0,8,0,8,87,87,0,0,0,0,84,20,64,35,16,19,917,772,145,180,87,93
900,6,81,603200,3598,3030,568,1357,1053,304,1105,874,231,8,8,0,0,0,0,121,78,43,0,0,0,42,42,0,81,51,30,1022,818,204,160,120,40
901,6,81,603300,6732,6140,592,2358,1818,540,1940,1543,397,9,9,0,0,0,0,215,206,9,0,0,0,0,0,0,194,60,134,1787,1418,369,243,173,70
902,6,81,603400,5949,5255,694,2111,1578,533,1724,1391,333,0,0,0,0,0,0,276,107,169,0,0,0,59,42,17,52,38,14,1510,1275,235,289,174,115
903,6,81,603700,5731,4442,1289,1729,1377,352,803,725,78,57,37,20,10,0,10,541,497,44,82,0,82,159,72,87,77,46,31,698,631,67,277,160,117
904,6,81,603801,2328,2049,279,1179,772,407,569,387,182,0,0,0,0,0,0,460,311,149,0,0,0,121,54,67,29,20,9,483,321,162,218,140,78
905,6,81,603802,5000,4424,576,1872,1239,633,1263,838,425,38,17,21,0,0,0,374,338,36,6,0,6,125,30,95,66,16,50,1154,763,391,253,110,143
906,6,81,603900,5611,5002,609,2089,1111,978,1348,811,537,53,12,41,0,0,0,395,178,217,0,0,0,202,19,183,91,91,0,1176,702,474,431,185,246
907,6,81,604000,3229,2880,349,1110,886,224,775,643,132,0,0,0,0,0,0,260,201,59,0,0,0,23,19,4,52,23,29,683,594,89,144,68,76
908,6,81,604101,8188,5725,2463,2507,629,1878,1464,364,1100,42,0,42,0,0,0,533,189,344,152,54,98,300,22,278,16,0,16,788,270,518,950,116,834
909,6,81,604102,2923,2255,668,1579,541,1038,661,206,455,110,15,95,0,0,0,633,270,363,80,0,80,70,33,37,25,17,8,497,151,346,239,123,116
910,6,81,604200,4060,3085,975,1110,628,482,670,314,356,0,0,0,0,0,0,238,157,81,23,23,0,109,100,9,70,34,36,388,163,225,452,263,189
911,6,81,604400,4783,4041,742,1750,665,1085,661,201,460,9,0,9,13,0,13,798,365,433,17,0,17,177,56,121,75,43,32,418,176,242,438,87,351
912,6,81,604500,3729,3231,498,1299,930,369,770,561,209,13,13,0,17,0,17,440,340,100,0,0,0,9,0,9,50,16,34,684,515,169,111,62,49
913,6,81,604600,2897,2495,402,954,835,119,502,444,58,0,0,0,0,0,0,427,380,47,0,0,0,6,6,0,19,5,14,445,387,58,67,63,4
914,6,81,604700,2686,2397,289,954,757,197,498,430,68,0,0,0,4,0,4,418,315,103,16,0,16,6,0,6,12,12,0,459,396,63,45,34,11
915,6,81,604800,4958,4270,688,1884,799,1085,1106,463,643,11,0,11,12,0,12,695,317,378,6,0,6,18,0,18,36,19,17,874,412,462,250,51,199
916,6,81,604900,3199,2849,350,1217,992,225,556,439,117,0,0,0,0,0,0,643,543,100,0,0,0,10,10,0,8,0,8,513,420,93,53,29,24
917,6,81,605000,8209,6613,1596,2895,1738,1157,1685,1093,592,100,39,61,0,0,0,1004,595,409,0,0,0,75,0,75,31,11,20,1524,1051,473,250,42,208
918,6,81,605100,3166,2783,383,1420,560,860,989,398,591,0,0,0,0,0,0,273,109,164,0,0,0,53,27,26,105,26,79,945,390,555,106,35,71
919,6,81,605200,3745,3370,375,1262,1013,249,1010,836,174,12,0,12,0,0,0,201,158,43,0,0,0,15,3,12,24,16,8,910,756,154,123,83,40
920,6,81,605300,4702,3972,730,1845,1012,833,1415,797,618,21,12,9,40,0,40,282,178,104,0,0,0,37,6,31,50,19,31,1337,752,585,163,51,112
921,6,81,605400,5813,4875,938,2441,1104,1337,1721,946,775,32,0,32,14,0,14,375,130,245,0,0,0,204,0,204,95,28,67,1590,905,685,312,41,271
922,6,81,605500,5285,4278,1007,2751,652,2099,1958,592,1366,39,0,39,26,11,15,489,49,440,72,0,72,60,0,60,107,0,107,1706,580,1126,378,12,366
923,6,81,605600,5981,5495,486,1934,1789,145,1336,1205,131,12,12,0,0,0,0,511,497,14,0,0,0,0,0,0,75,75,0,1321,1205,116,26,11,15
924,6,81,605700,5331,5180,151,1771,1621,150,1199,1089,110,26,13,13,0,0,0,494,467,27,0,0,0,27,27,0,25,25,0,1141,1031,110,71,71,0
925,6,81,605800,2607,2499,108,972,789,183,760,663,97,17,9,8,0,0,0,116,57,59,0,0,0,19,0,19,60,60,0,717,643,74,62,20,42
926,6,81,605900,5916,4387,1529,2585,875,1710,1688,550,1138,14,0,14,13,0,13,531,240,291,0,0,0,229,31,198,110,54,56,1319,501,818,549,80,469
927,6,81,606000,5866,2982,2884,2124,864,1260,1338,587,751,128,35,93,15,0,15,364,229,135,13,13,0,266,0,266,0,0,0,845,544,301,759,43,716
928,6,81,606100,4671,2839,1832,1310,822,488,636,521,115,60,18,42,26,14,12,286,189,97,57,29,28,187,15,172,58,36,22,517,450,67,361,118,243
929,6,81,606200,8036,4444,3592,2256,665,1591,1280,320,960,216,16,200,14,0,14,387,293,94,116,0,116,169,36,133,74,0,74,520,251,269,981,105,876
930,6,81,606300,4362,3475,887,1831,827,1004,1297,626,671,27,17,10,0,0,0,371,184,187,0,0,0,123,0,123,13,0,13,1102,600,502,335,43,292
931,6,81,606400,5153,4273,880,2530,939,1591,1915,719,1196,46,0,46,0,0,0,510,220,290,0,0,0,16,0,16,43,0,43,1655,699,956,276,20,256
932,6,81,606500,3347,3204,143,1251,1175,76,1023,972,51,0,0,0,0,0,0,189,180,9,0,0,0,9,0,9,30,23,7,949,898,51,83,74,9
933,6,81,606600,3688,3160,528,1452,850,602,995,627,368,0,0,0,9,0,9,250,194,56,27,0,27,147,21,126,24,8,16,924,595,329,227,53,174
934,6,81,606700,2383,2301,82,955,813,142,683,584,99,0,0,0,3,3,0,238,204,34,0,0,0,9,4,5,22,18,4,635,557,78,60,34,26
935,6,81,606800,3434,3296,138,1269,983,286,854,580,274,9,9,0,0,0,0,354,342,12,0,0,0,0,0,0,52,52,0,832,558,274,22,22,0
936,6,81,606900,2401,2178,223,917,750,167,654,518,136,0,0,0,0,0,0,215,215,0,0,0,0,5,5,0,43,12,31,634,506,128,56,17,39
937,6,81,607000,3441,3050,391,1384,854,530,960,576,384,16,0,16,14,14,0,285,244,41,0,0,0,0,0,0,109,20,89,851,538,313,122,38,84
938,6,81,607100,3173,2878,295,1079,1002,77,829,765,64,0,0,0,0,0,0,240,237,3,0,0,0,10,0,10,0,0,0,829,765,64,15,5,10
939,6,81,607200,4126,3453,673,1718,456,1262,951,267,684,46,17,29,0,0,0,513,162,351,0,0,0,157,0,157,51,10,41,769,231,538,365,36,329
940,6,81,607300,3566,3201,365,1327,1138,189,1056,888,168,0,0,0,7,7,0,210,189,21,0,0,0,15,15,0,39,39,0,987,836,151,84,67,17
941,6,81,607400,4763,3538,1225,1886,864,1022,1161,599,562,33,24,9,11,0,11,500,162,338,0,0,0,73,9,64,108,70,38,982,574,408,320,76,244
942,6,81,607500,4227,3430,797,1606,618,988,942,351,591,64,13,51,0,0,0,409,190,219,34,17,17,93,27,66,64,20,44,766,318,448,293,66,227
943,6,81,607600,3445,2628,817,1259,844,415,915,589,326,35,7,28,0,0,0,187,181,6,0,0,0,32,14,18,90,53,37,638,504,134,358,120,238
944,6,81,607701,4106,2560,1546,1185,714,471,639,413,226,11,11,0,0,0,0,247,183,64,82,40,42,157,52,105,49,15,34,434,277,157,406,211,195
945,6,81,607702,2757,2275,482,798,594,204,439,340,99,16,11,5,0,0,0,149,142,7,29,23,6,95,40,55,70,38,32,331,271,60,237,126,111
946,6,81,607800,3415,2798,617,990,837,153,570,494,76,7,7,0,0,0,0,284,271,13,37,10,27,67,31,36,25,24,1,484,433,51,158,97,61
947,6,81,607900,3119,2714,405,1658,908,750,956,634,322,24,0,24,0,0,0,587,256,331,0,0,0,10,10,0,81,8,73,930,616,314,55,28,27
948,6,81,608001,3700,3205,495,1606,769,837,775,445,330,28,18,10,0,0,0,751,288,463,0,0,0,12,0,12,40,18,22,709,436,273,120,41,79
949,6,81,608002,3600,3468,132,1364,1098,266,864,680,184,46,18,28,3,3,0,407,365,42,0,0,0,0,0,0,44,32,12,826,671,155,46,17,29
950,6,81,608004,6931,6300,631,3141,1344,1797,1630,734,896,56,0,56,0,0,0,1380,610,770,14,0,14,0,0,0,61,0,61,1557,721,836,73,13,60
951,6,81,608013,4555,4024,531,1685,941,744,925,318,607,10,10,0,9,0,9,716,596,120,0,0,0,10,10,0,15,7,8,824,299,525,101,19,82
952,6,81,608023,2718,2484,234,908,783,125,418,363,55,18,5,13,6,6,0,444,398,46,0,0,0,11,11,0,11,0,11,401,346,55,23,23,0
953,6,81,608100,3766,3392,374,1437,852,585,609,490,119,63,9,54,0,0,0,663,338,325,0,0,0,49,0,49,53,15,38,556,461,95,102,29,73
954,6,81,608200,3810,3458,352,1349,942,407,788,531,257,7,0,7,0,0,0,485,367,118,0,0,0,0,0,0,69,44,25,744,515,229,67,28,39
955,6,81,608300,3726,3431,295,1416,717,699,654,332,322,58,45,13,0,0,0,662,326,336,0,0,0,10,0,10,32,14,18,632,320,312,32,12,20
956,6,81,608400,6262,5351,911,2175,694,1481,1232,463,769,0,0,0,0,0,0,672,173,499,61,0,61,132,11,121,78,47,31,1039,402,637,372,77,295
957,6,81,608501,4901,4104,797,1658,1177,481,1220,855,365,12,0,12,0,0,0,267,229,38,12,0,12,53,16,37,94,77,17,1059,755,304,255,157,98
958,6,81,608502,2627,2212,415,1180,622,558,742,387,355,12,0,12,17,0,17,352,203,149,0,0,0,34,22,12,23,10,13,608,324,284,177,85,92
959,6,81,608600,4481,3509,972,1705,715,990,910,418,492,54,17,37,0,0,0,565,207,358,0,0,0,82,24,58,94,49,45,729,361,368,312,117,195
