OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_10_14,Tot_Population_ACSMOE_10_14,Med_HHD_Inc_ACS_10_14,Med_HHD_Inc_ACSMOE_10_14,pct_Pop_under_5_ACS_10_14,pct_Pop_under_5_ACSMOE_10_14,pct_Pop_18_24_ACS_10_14,pct_Pop_18_24_ACSMOE_10_14,pct_Pop_65plus_ACS_10_14,pct_Pop_65plus_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Not_HS_Grad_ACS_10_14,pct_Not_HS_Grad_ACSMOE_10_14,pct_NH_Blk_alone_ACS_10_14,pct_NH_Blk_alone_ACSMOE_10_14,pct_NH_White_alone_ACS_10_14,pct_NH_White_alone_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_NH_AIAN_alone_ACS_10_14,pct_NH_AIAN_alone_ACSMOE_10_14,pct_NH_Asian_alone_ACS_10_14,pct_NH_Asian_alone_ACSMOE_10_14,pct_NH_NHOPI_alone_ACS_10_14,pct_NH_NHOPI_alone_ACSMOE_10_14,pct_NH_SOR_alone_ACS_10_14,pct_NH_SOR_alone_ACSMOE_10_14,pct_Born_foreign_ACS_10_14,pct_Born_foreign_ACSMOE_10_14,pct_ENG_VW_ACS_10_14,pct_ENG_VW_ACSMOE_10_14,pct_Age5p_Spanish_ACS_10_14,pct_Age5p_Spanish_ACSMOE_10_14,pct_Age5p_Russian_ACS_10_14,pct_Age5p_Russian_ACSMOE_10_14,pct_Age5p_Chinese_ACS_10_14,pct_Age5p_Chinese_ACSMOE_10_14,pct_Age5p_Korean_ACS_10_14,pct_Age5p_Korean_ACSMOE_10_14,pct_Age5p_Vietnames_ACS_10_14,pct_Age5p_Vietnames_ACSMOE_10_14,pct_Age5p_Tagalog_ACS_10_14,pct_Age5p_Tagalog_ACSMOE_10_14,pct_Age5p_Arabic_ACS_10_14,pct_Age5p_Arabic_ACSMOE_10_14,Tot_Housing_Units_ACS_10_14,Tot_Housing_Units_ACSMOE_10_14,Tot_Occp_Units_ACS_10_14,Tot_Occp_Units_ACSMOE_10_14,pct_Renter_Occp_HU_ACS_10_14,pct_Renter_Occp_HU_ACSMOE_10_14,pct_Rel_Under_6_ACS_10_14,pct_Rel_Under_6_ACSMOE_10_14,pct_Diff_HU_1yr_Ago_ACS_10_14,pct_Diff_HU_1yr_Ago_ACSMOE_10_14,pct_Vacant_Units_ACS_10_14,pct_Vacant_Units_ACSMOE_10_14,pct_MLT_U10p_ACS_10_14,pct_MLT_U10p_ACSMOE_10_14
2306,4,13,422511,4013422511,Census Tract 4225.11,4013,"Census Tract 4225.11, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",18.6,78.5,2926,189,81806,19210,4.72,2.03,8.99,2.04,10.01,1.54,3.37,2.81,3.19,2.26,1.54,1.29,82.16,5.03,12.78,2.53,0.27,0.34,2.26,2.15,0,0.44,0,0.44,8,3.27,0,1.33,1.9,1.21,0,0.47,0.18,0.29,0,0.47,0.43,0.72,0.14,0.25,0,0.47,1018,31,974,49,22.9,5.84,17.06,7.25,9.58,4.38,4.32,3.73,0,1.28
2307,4,13,422512,4013422512,Census Tract 4225.12,4013,"Census Tract 4225.12, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",17.7,78.7,5577,457,91812,11562,5.02,1.76,7.66,1.72,6.31,0.75,0.74,0.7,3.68,2.32,1.22,1.81,77.21,5.62,16.96,3.38,0.56,0.86,2.74,2.18,0,0.32,0.18,0.29,6.87,3.78,0.89,1.48,1.08,1,0,0.34,0,0.34,0.15,0.26,0,0.34,0,0.34,0.13,0.25,1734,36,1694,68,24.79,7.61,18.38,6.93,14.63,6.82,2.31,3.29,0,1.04
2308,4,13,422514,4013422514,Census Tract 4225.14,4013,"Census Tract 4225.14, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",23.9,74,4348,474,62717,6875,6.6,3.21,12.05,2.11,4.83,1.28,14.42,7.35,7.39,4.68,7.47,4.74,65.36,4.69,22.61,7.98,2.44,2.93,1.52,1.21,0.6,0.87,0,0.3,6,3.06,2.28,2.01,2.81,1.65,0,0.32,0.32,0.49,0,0.32,0,0.32,0,0.32,0,0.32,1773,36,1536,121,39.45,8.08,19.58,8.51,16.45,4.41,13.37,6.37,9.7,4.34
2309,4,13,422606,4013422606,Census Tract 4226.06,4013,"Census Tract 4226.06, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",15.8,81,10232,831,109093,5819,9.17,2.4,4.03,1.73,8.96,3.22,0.89,0.72,4.19,2.37,1.03,2.05,81.47,9.3,5.79,2.75,0,0.18,9.83,3.77,0,0.18,0,0.18,10.36,4.32,0.57,1.11,0.8,1.01,0,0.19,0,0.19,0.13,0.25,0,0.19,1.29,1.26,0,0.19,2952,102,2783,157,8.41,4.57,34.12,8.1,11.06,4.72,5.72,5.01,0,0.61
2310,4,23,966104,4023966104,Census Tract 9661.04,4023,"Census Tract 9661.04, Santa Cruz County, AZ",Santa Cruz County,Arizona,"Santa Cruz County, Arizona",24.1,80.8,10012,627,52847,6649,7.25,1.95,6.44,1.88,11.17,1.48,16.02,6.54,22.18,4.6,0.77,0.61,14.56,2.16,83.11,3.3,0.03,0.05,1.52,1.43,0,0.2,0.01,0.02,28.29,3.06,10.99,4.36,25.89,4.12,0,0.22,0.13,0.2,0,0.22,0,0.22,0,0.22,0,0.22,3458,139,3085,188,19.06,6.67,28.37,8.22,12,4.74,10.79,4.55,0,0.58
2311,4,23,966302,4023966302,Census Tract 9663.02,4023,"Census Tract 9663.02, Santa Cruz County, AZ",Santa Cruz County,Arizona,"Santa Cruz County, Arizona",30.2,74.3,3760,527,18125,4212,10.29,3.14,10.48,3.57,19.28,4.05,54.16,10.44,41.32,9.42,0.24,0.29,6.68,4.53,92.69,8.42,0.24,0.24,0.16,0.35,0,0.35,0,0.35,35.64,5.05,39.28,12.35,41.21,3.51,0,0.39,0,0.39,0,0.39,0,0.39,0,0.39,0,0.39,1283,56,1059,112,55.15,11.12,34.05,14.8,11.87,5.97,17.46,7.99,19.8,10.49
2312,4,23,966301,4023966301,Census Tract 9663.01,4023,"Census Tract 9663.01, Santa Cruz County, AZ",Santa Cruz County,Arizona,"Santa Cruz County, Arizona",27.3,78.6,4357,557,34835,7221,5.74,2.49,12.39,3.49,13.98,2.92,26.54,9.27,30.43,6.83,0,0.3,6.01,1.94,93.99,3.13,0,0.3,0,0.3,0,0.3,0,0.3,37.87,4.9,15.43,7.83,25.18,6.39,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,1514,69,1244,115,22.91,7.92,21.1,7.51,6.94,4.17,17.83,6.29,7.6,5.54
2313,4,23,966103,4023966103,Census Tract 9661.03,4023,"Census Tract 9661.03, Santa Cruz County, AZ",Santa Cruz County,Arizona,"Santa Cruz County, Arizona",30.6,76.4,1156,183,23241,5785,5.62,4.23,9.08,5.53,15.83,3.63,35.27,13.88,33.2,5.62,0,1.12,1.64,1.8,98.36,21.9,0,1.12,0,1.12,0,1.12,0,1.12,44.55,6.52,47.85,15.53,40.79,7.13,0,1.19,0,1.19,0,1.19,0,1.19,0,1.19,0,1.19,413,26,372,41,45.43,14.2,26.09,13.87,3.82,3.6,9.93,7.48,15.01,8.67
2314,4,23,966105,4023966105,Census Tract 9661.05,4023,"Census Tract 9661.05, Santa Cruz County, AZ",Santa Cruz County,Arizona,"Santa Cruz County, Arizona",27.5,78.1,9482,557,48214,14146,9.2,2.71,9.58,2.91,6.6,1.6,16.06,6.56,25.45,5.54,0,0.19,8.62,2.64,90.34,3.15,0,0.19,1.04,0.63,0,0.19,0,0.19,33.67,4.65,16.82,7.32,36.68,6.48,0,0.21,0,0.21,0.71,0.74,0,0.21,0,0.21,0,0.21,2996,146,2806,157,26.16,7.56,37.71,11.27,11.11,4.89,6.34,4.03,1.6,1.33
2315,4,13,940700,4013940700,Census Tract 9407,4013,"Census Tract 9407, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",,,99,82,9500,40215,18.18,14.94,15.15,14.52,15.15,18.34,93.94,31.22,30.91,29.83,0,13.13,0,13.13,0,13.13,78.79,49.35,0,13.13,0,13.13,0,13.13,0,13.13,0,40.63,0,16.05,0,16.05,0,16.05,0,16.05,0,16.05,0,16.05,0,16.05,50,23,32,21,9.38,14.36,100,214.29,0,13.83,36,22.58,0,26
2316,4,13,422607,4013422607,Census Tract 4226.07,4013,"Census Tract 4226.07, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",9.9,91.3,4181,480,39067,8368,1.27,1.52,1.46,1.04,57.38,3.66,4.99,2.47,5.76,2.63,1.82,2.53,86.75,13.99,10.4,9.03,0,0.31,0.57,0.74,0.45,0.74,0,0.31,9.95,7.79,0.91,1.33,3.95,4.48,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,3140,37,2319,186,37.43,6.31,4.24,5.33,23.01,6.78,26.15,5.85,20.29,6.27
2317,4,13,422001,4013422001,Census Tract 4220.01,4013,"Census Tract 4220.01, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",31.8,65.1,4659,554,26971,2322,13.31,3.78,9.49,3.27,2.49,1.12,55.93,12.24,50,8.93,1.01,1.48,22,6.9,74.22,12.16,0.17,0.28,0.84,1.35,1.76,1.92,0,0.28,35.24,5.6,27.09,9.36,36.1,7.03,0,0.32,0,0.32,0,0.32,0.62,0.99,0,0.32,0,0.32,1304,40,1148,87,76.05,6.06,47.99,13.52,22.19,7.99,11.96,5.51,3.37,3.53
2318,4,13,422002,4013422002,Census Tract 4220.02,4013,"Census Tract 4220.02, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",30.3,65.4,3795,608,32245,2373,13.86,4.16,16.1,4.63,7.69,1.23,31.33,9.24,42.09,7.86,2.53,1.83,21.95,5.29,72.28,7.47,2.19,1.92,0,0.34,0,0.34,0,0.34,33.18,6.17,25.55,9.35,36.34,5.18,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,1453,40,1178,99,66.47,6.39,50.27,14.65,31.62,11.34,18.93,6.72,45.49,10.11
2319,4,13,422615,4013422615,Census Tract 4226.15,4013,"Census Tract 4226.15, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",22.6,80.9,7357,704,77216,13839,8.39,2.85,8.81,1.96,6.09,2.1,5.82,3.44,4.21,2.6,2.56,1.57,73.15,9.43,17.83,6.79,2.9,2.76,2.66,2.28,0,0.24,0,0.24,6.67,3.35,0,0.78,3.26,3.56,0,0.27,0,0.27,0,0.27,0,0.27,0.64,1.08,0,0.27,2496,82,2293,122,39.16,8.2,24.34,8.29,15.72,4.63,8.13,4.6,8.05,4.8
2320,4,13,422616,4013422616,Census Tract 4226.16,4013,"Census Tract 4226.16, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",19.8,74.5,5131,555,48133,4707,4.07,2.44,7.02,3.5,22.57,4.84,6.28,2.64,7.29,3.34,2.51,2.62,76.16,6.58,18.51,6.11,0,0.35,0.45,0.6,0,0.35,0,0.35,8.97,5.61,0,0.93,4.65,1.97,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,2420,123,1938,185,20.33,6.15,14.77,8.78,13.16,7.05,19.92,7.16,0,0.74
2321,4,13,422617,4013422617,Census Tract 4226.17,4013,"Census Tract 4226.17, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",17.4,85.4,5857,362,66576,10385,5.57,1.88,10.16,3.88,10.38,2.6,6.07,2.4,6.94,2.53,3.12,2.81,78.76,4.84,12.26,4.15,1.81,2.22,1.2,0.82,1.66,2.61,0,0.31,7.68,2.64,2.25,2.56,1.61,1.79,0,0.33,0,0.33,0,0.33,0.05,0.2,0.14,0.22,0,0.33,2018,30,1909,98,25.62,6.63,16.24,5.25,10.21,3.74,5.4,4.61,1.93,2.38
2322,4,13,422618,4013422618,Census Tract 4226.18,4013,"Census Tract 4226.18, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",2.1,96.2,3038,239,45000,6090,0,0.43,0,0.43,86.34,2.51,3.88,2.28,8,2.52,0.26,0.39,96.48,1.49,2.57,1.53,0.59,0.69,0,0.43,0,0.43,0.1,0.3,4.21,1.91,0.39,1,0.56,0.66,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,2373,31,1792,129,7.37,3.87,0,1.22,8,4.27,24.48,5.43,2.11,1.98
2323,4,13,522800,4013522800,Census Tract 5228,4013,"Census Tract 5228, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",34.5,62.5,1382,279,35086,8452,17.37,5.05,32.71,6.29,0.36,0.57,31.05,8.98,0,2.59,4.12,3.22,76.7,9.21,7.74,3.58,1.66,2.14,4.99,3.78,0,0.94,0,0.94,8.76,6.42,1.94,4.7,0,1.14,0,1.14,2.45,2.76,0,1.14,0,1.14,0,1.14,0.44,0.78,652,49,360,76,100,21.11,64.15,20.17,50.87,13.22,44.79,12.91,0.77,2.3
2324,4,13,523002,4013523002,Census Tract 5230.02,4013,"Census Tract 5230.02, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",26.1,73.1,6076,572,46625,9125,7.82,2.58,11.93,4.08,8.08,1.72,23.64,7.45,38.5,8.3,1.63,1.84,30.69,4.18,63.12,8.56,1.74,1.74,2.5,1.66,0,0.3,0,0.3,32.44,6.89,18,6.91,25.8,6.23,0,0.32,0.66,0.64,0.12,0.21,0.16,0.25,0,0.32,0,0.32,2021,36,1800,113,39.44,7.37,29.02,10.25,11.54,4.59,10.94,5.74,8.56,4.6
2325,4,13,523003,4013523003,Census Tract 5230.03,4013,"Census Tract 5230.03, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",25.4,69.8,6293,652,52049,18033,11.93,5.01,6.69,3.07,7.75,1.61,18.64,10.36,14.19,5.28,7.98,5.45,45.46,4.95,35.12,6.85,1.6,1.6,6.01,2.45,0.35,0.57,0.02,0.03,16.42,7.4,4.03,3.8,9.11,3.54,0,0.32,0.7,0.83,0,0.32,0.34,0.56,0.18,0.29,0,0.32,2742,63,2309,160,45.69,9.03,30.33,11.91,19.72,5.13,15.79,5.68,11.45,6.01
2326,4,13,523005,4013523005,Census Tract 5230.05,4013,"Census Tract 5230.05, Maricopa County, AZ",Maricopa County,Arizona,"Maricopa County, Arizona",21.7,76.4,5131,304,62336,4389,4.6,2.54,8.81,2.5,8.36,1.23,10.46,5.03,6.78,3.42,5.36,3.88,58.8,4.74,20.15,4,0.19,0.31,9.88,3.81,0,0.35,1.19,1.17,12.92,3.82,2.29,1.54,1.76,1.22,0,0.37,3.06,3.14,0,0.37,1.45,1.16,0.12,0.18,0.33,0.55,2044,34,2011,61,36.35,5.1,15.47,6.37,18.31,5.22,1.61,2.54,8.61,3.86
2327,4,5,1301,4005001301,Census Tract 13.01,4005,"Census Tract 13.01, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",18.8,84.8,5238,548,77485,9304,4.09,2.39,5.56,3.04,9.7,2.12,3.75,3.92,15.65,6.36,0.78,0.72,74.57,5.98,13.25,3.54,9.39,3.71,0.57,0.97,0,0.34,0,0.34,2.81,1.98,0,0.93,1.89,1.84,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,0,0.36,2144,102,1927,156,17.75,8.6,9.22,5.13,4.14,1.96,10.12,5.34,0,0.84
2328,4,5,1302,4005001302,Census Tract 13.02,4005,"Census Tract 13.02, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",22.1,81.3,5347,625,73750,16496,3.53,1.55,4.69,2.52,8.45,0.77,9.45,6.72,14.21,4.55,3.48,4.49,75.78,4.85,16.51,4.03,3.68,2.49,0.36,0.48,0.19,0.34,0,0.34,3.18,1.62,0.74,1.58,1.42,1.23,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,2187,130,1897,183,15.29,5.61,9.01,4.13,13.42,6.33,13.26,6.21,0,0.82
2329,4,5,945100,4005945100,Census Tract 9451,4005,"Census Tract 9451, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",,,3494,295,29000,2138,7.78,1.74,11.48,2.17,13.97,1.25,33.43,4.76,32.66,3.47,0.06,0.11,0.94,0.65,2.38,1.19,94.73,3.04,0.14,0.23,0,0.37,0,0.37,0.29,0.37,28.7,4.62,0.31,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,1452,57,1028,65,21.6,3.44,24.05,4.85,6.58,2.38,29.2,3.1,0,0.9
2330,4,5,1102,4005001102,Census Tract 11.02,4005,"Census Tract 11.02, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",28.7,71.4,6907,552,32671,8166,4.88,1.51,31.23,5.91,3.79,1.37,34.04,7.64,14.47,6.49,0.71,0.94,53.79,5.86,30.04,5.38,5.88,3.12,6.85,2.52,0,0.26,0,0.26,20.36,5.93,5.17,3.3,11.16,4.93,0,0.27,2.09,1.76,0,0.27,0,0.27,0,0.27,1.1,1.73,3577,185,3170,199,69.37,5.2,21.92,7.8,36.08,7.08,11.38,4.58,33.69,7.26
2331,4,5,942201,4005942201,Census Tract 9422.01,4005,"Census Tract 9422.01, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",,,3913,338,37279,3471,9.99,2.16,16.84,2.79,9.1,1.69,28.28,3.42,27.88,3.4,0.05,0.1,0.82,0.48,1.25,0.84,97.62,0.12,0,0.33,0,0.33,0,0.33,0.2,0.28,16.27,3.39,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,1431,67,996,76,11.95,3.08,34.26,5.29,5.68,2.05,30.4,2.57,0,0.91
2332,4,5,942202,4005942202,Census Tract 9422.02,4005,"Census Tract 9422.02, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",,,3813,326,28608,2856,9.1,1.84,14.69,2.77,9.52,1.29,42.44,4.98,37.88,4.21,1.05,1.23,0.5,0.31,1.34,0.91,96.64,2.39,0,0.34,0,0.34,0.37,0.52,0.47,0.55,20.19,4.21,0,0.38,0,0.38,0,0.38,0,0.38,0,0.38,0,0.38,0,0.38,1319,64,961,72,25.29,4.28,33.68,5.99,3.65,1.68,27.14,3.47,0.23,1.06
2333,4,5,1101,4005001101,Census Tract 11.01,4005,"Census Tract 11.01, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",23,80.4,5091,552,69008,11248,5.72,2.27,21.63,8.13,10.12,2.5,12.71,4.32,5.1,3.54,4.32,4.1,71.93,4.94,12.81,5.18,4.77,4.82,3.01,2.75,0.33,0.43,0,0.26,8.01,4.65,3.64,3.46,4.54,4.79,0,0.27,1.21,1.89,0,0.27,0.13,0.21,0,0.27,0,0.27,2103,145,1898,159,35.46,6.87,24.21,9.36,27.79,9.24,9.75,5.14,11.27,4.84
2334,4,5,945000,4005945000,Census Tract 9450,4005,"Census Tract 9450, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",,,4356,462,25533,3150,7.6,1.95,17.56,4.37,12.33,2.08,37.64,6.72,34.48,4.26,0.57,0.87,1.38,0.98,3.1,2.02,93.62,4.28,1.03,1.51,0,0.3,0,0.3,1.42,1.55,27.19,5.51,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,1534,80,1177,87,15.29,5.23,28.42,7.48,1.46,1.07,23.27,3.86,1.89,2.87
2335,4,5,945200,4005945200,Census Tract 9452,4005,"Census Tract 9452, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",,,4833,651,55104,10031,9.85,4.07,14.81,3.53,7.88,2.47,29.38,8.85,7.78,3.25,0,0.27,3.6,2.71,0.85,0.76,94.91,4.8,0.54,0.78,0,0.27,0,0.27,0.72,0.82,7.34,4.43,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,1369,101,1185,99,31.22,8.2,35.57,11.55,2.64,2.24,13.44,5.09,0.37,1.1
2336,4,5,944900,4005944900,Census Tract 9449,4005,"Census Tract 9449, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",,,5159,614,47659,8587,7.58,2.06,10.6,3.32,8.88,2.79,40.02,8.62,15.23,4.96,0,0.25,2.17,1.47,1.3,1.39,93.64,4.65,2.48,2.17,0,0.25,0,0.25,1.94,1.59,7.36,4.84,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,0.57,0.94,0,0.27,1493,76,1209,101,47.31,7.36,29.25,8.52,8.77,3.32,19.02,5.61,0,0.87
2337,4,5,2200,4005002200,Census Tract 22,4005,"Census Tract 22, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",24.3,80,6037,693,55577,6230,7.29,3.53,6.63,3.29,11.76,3.76,15.57,8.95,7.13,3.91,0.12,0.23,75.05,5.65,14.31,6.45,5.22,4.7,0.03,0.07,0,0.3,0,0.3,5.55,1.42,1.54,1.96,2.14,1.39,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,4387,174,2340,283,24.79,8.64,18.46,9.5,17.88,7.54,46.66,5.99,0.71,1.16
2338,4,5,2300,4005002300,Census Tract 23,4005,"Census Tract 23, Coconino County, AZ",Coconino County,Arizona,"Coconino County, Arizona",26,70.9,5515,506,40682,8246,2.19,1.58,8.32,2.67,13.44,2.9,22.88,5.17,9.29,3.19,1.21,1.14,72.26,3.64,12.35,3.92,9.34,3.56,0.96,0.74,0,0.33,0.42,0.69,7.45,2.1,2.29,2.46,1.98,1.42,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,3739,156,2310,208,26.62,5.52,9.08,5.42,12.53,4.42,38.22,4.82,2.81,2.75
2339,4,25,1801,4025001801,Census Tract 18.01,4025,"Census Tract 18.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",17.8,82.2,3182,326,47639,6993,2.89,1.86,1.23,1.53,36.08,5.66,8.96,3.3,5.98,3.66,0,0.41,88.94,3.27,9.46,4.32,0,0.41,0.66,1.07,0,0.41,0.31,0.47,11.16,4.57,4.17,2.08,4.98,2.77,0,0.42,0,0.42,0,0.42,0,0.42,0,0.42,0,0.42,2124,144,1797,172,31.94,7.83,8.56,6.72,22.88,7.76,15.4,8.13,0.42,0.89
2340,4,25,1802,4025001802,Census Tract 18.02,4025,"Census Tract 18.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",19.3,81,4737,388,49926,8154,3.06,1.86,5.66,3.07,27.23,3.98,9.56,4.64,6.48,3.54,0,0.27,69.96,10.2,21.45,10.69,4.12,3.85,3.46,3.47,0,0.27,0,0.27,19.74,7.43,1.7,2.06,7.75,5.49,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,2765,227,2175,213,32.05,7.91,14.4,7.35,11.63,4.18,21.34,6.61,1.3,1.52
2341,4,25,204,4025000204,Census Tract 2.04,4025,"Census Tract 2.04, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",20,66.1,7083,869,43486,5638,5.87,2.85,3.95,3.85,15.8,3.88,25.36,9.96,16.64,6.98,1.1,1.11,76.04,4.38,21.69,7.94,1.17,1.03,0,0.25,0,0.25,0,0.25,4.39,3.25,1.79,1.49,4.44,3.47,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,3278,169,2742,268,22.06,7.39,19.17,9.54,22.76,10.26,16.35,7.06,0,0.55
2342,4,25,1403,4025001403,Census Tract 14.03,4025,"Census Tract 14.03, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",17.3,83,3368,317,32703,4181,2.38,1.26,3.98,1.8,36.46,4.44,20.33,5.92,12.13,3.52,0.42,0.41,85.12,4.88,12.74,4.44,0.62,0.92,0,0.39,0,0.39,0,0.39,6.53,2.72,2.14,2.13,3.89,2.28,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,2364,94,1587,132,17.64,6.06,6.34,3.51,8.98,3.05,32.87,4.38,0,0.55
2343,4,25,2004,4025002004,Census Tract 20.04,4025,"Census Tract 20.04, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",16.5,79.6,8426,738,51518,20787,3.96,2.38,6.12,2.97,27.23,2.09,11.83,5.17,8.25,2.94,1,0.9,79.28,8.56,17.71,8.14,1.67,2.01,0,0.21,0,0.21,0,0.21,9.42,5.71,2.23,2.52,4.89,2.71,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,3931,269,3595,319,22.61,6.19,10.25,5.7,27.98,9.06,8.55,5.64,3.33,2.07
2344,4,25,610,4025000610,Census Tract 6.10,4025,"Census Tract 6.10, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",18.7,79.5,4069,462,38036,7547,7.64,3.07,9.83,4.41,29.84,4.43,20.1,8.78,11.54,5.2,0.49,0.64,80,5.26,17.13,6.93,2.19,1.35,0.2,0.34,0,0.32,0,0.32,6.32,3.29,5.25,4.03,6.55,4.89,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,2299,131,1790,202,41.45,7.94,22.28,9.14,18.58,7.42,22.14,7.99,2.87,2.47
2345,4,25,608,4025000608,Census Tract 6.08,4025,"Census Tract 6.08, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",19.8,84.7,3780,310,41496,6414,7.09,3.15,13.17,6.01,13.81,0.96,13.86,5.78,11.26,5.19,0,0.34,81.69,6.43,17.46,5.67,0,0.34,0,0.34,0,0.34,0,0.34,1.01,1.96,1.13,2.1,1.48,2.13,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,1329,60,1237,86,35,10.8,20.55,11.34,23.99,8.45,6.92,6.09,0.75,1.66
2346,4,25,1002,4025001002,Census Tract 10.02,4025,"Census Tract 10.02, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",17,83.1,3316,451,40403,5503,3.44,3.44,4.43,3.11,32.93,2.49,18.54,12.19,4.83,2.37,0,0.39,81.33,13.93,16.65,10.77,0.57,0.81,0.63,0.78,0,0.39,0,0.39,5.16,2.09,0.83,1.54,0.78,0.9,0,0.41,0,0.41,0,0.41,0,0.41,0,0.41,0,0.41,2395,87,1685,178,33.29,7.98,8.84,8.18,24.82,13.58,29.65,7.82,5.89,3.67
2347,4,25,1001,4025001001,Census Tract 10.01,4025,"Census Tract 10.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",15.9,83.8,4358,364,52284,10172,3.99,3.26,3.53,2.6,32.88,2.96,19.99,8.57,7.21,4.08,0,0.3,88.46,3.09,7.48,5.43,2.82,1.8,0,0.3,0,0.3,0,0.3,1.81,1.14,0,0.65,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,2438,92,1993,144,33.47,7.97,15.48,10.35,14.46,5.8,18.25,6.11,2.83,2.46
2348,4,25,401,4025000401,Census Tract 4.01,4025,"Census Tract 4.01, Yavapai County, AZ",Yavapai County,Arizona,"Yavapai County, Arizona",15,86,5940,477,44878,7006,2.58,1.55,6.6,3.53,35.91,3.88,10,4.92,7.44,4.41,0.19,0.32,89.06,4.93,4.9,2.02,0.94,1.13,3.6,2.68,0,0.3,0,0.3,5,2.13,0,0.6,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,3369,176,2982,218,29.51,7.16,10.26,6.15,29.44,8.9,11.49,4.14,3.95,2.9
