OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,STCOUFP,FULLNAME,COUNAME,STNAME,STCOUNAME,Low_Response_Score,Mail_Return_Rate_CEN_2010,Tot_Population_ACS_10_14,Tot_Population_ACSMOE_10_14,Med_HHD_Inc_ACS_10_14,Med_HHD_Inc_ACSMOE_10_14,pct_Pop_under_5_ACS_10_14,pct_Pop_under_5_ACSMOE_10_14,pct_Pop_18_24_ACS_10_14,pct_Pop_18_24_ACSMOE_10_14,pct_Pop_65plus_ACS_10_14,pct_Pop_65plus_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Not_HS_Grad_ACS_10_14,pct_Not_HS_Grad_ACSMOE_10_14,pct_NH_Blk_alone_ACS_10_14,pct_NH_Blk_alone_ACSMOE_10_14,pct_NH_White_alone_ACS_10_14,pct_NH_White_alone_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_NH_AIAN_alone_ACS_10_14,pct_NH_AIAN_alone_ACSMOE_10_14,pct_NH_Asian_alone_ACS_10_14,pct_NH_Asian_alone_ACSMOE_10_14,pct_NH_NHOPI_alone_ACS_10_14,pct_NH_NHOPI_alone_ACSMOE_10_14,pct_NH_SOR_alone_ACS_10_14,pct_NH_SOR_alone_ACSMOE_10_14,pct_Born_foreign_ACS_10_14,pct_Born_foreign_ACSMOE_10_14,pct_ENG_VW_ACS_10_14,pct_ENG_VW_ACSMOE_10_14,pct_Age5p_Spanish_ACS_10_14,pct_Age5p_Spanish_ACSMOE_10_14,pct_Age5p_Russian_ACS_10_14,pct_Age5p_Russian_ACSMOE_10_14,pct_Age5p_Chinese_ACS_10_14,pct_Age5p_Chinese_ACSMOE_10_14,pct_Age5p_Korean_ACS_10_14,pct_Age5p_Korean_ACSMOE_10_14,pct_Age5p_Vietnames_ACS_10_14,pct_Age5p_Vietnames_ACSMOE_10_14,pct_Age5p_Tagalog_ACS_10_14,pct_Age5p_Tagalog_ACSMOE_10_14,pct_Age5p_Arabic_ACS_10_14,pct_Age5p_Arabic_ACSMOE_10_14,Tot_Housing_Units_ACS_10_14,Tot_Housing_Units_ACSMOE_10_14,Tot_Occp_Units_ACS_10_14,Tot_Occp_Units_ACSMOE_10_14,pct_Renter_Occp_HU_ACS_10_14,pct_Renter_Occp_HU_ACSMOE_10_14,pct_Rel_Under_6_ACS_10_14,pct_Rel_Under_6_ACSMOE_10_14,pct_Diff_HU_1yr_Ago_ACS_10_14,pct_Diff_HU_1yr_Ago_ACSMOE_10_14,pct_Vacant_Units_ACS_10_14,pct_Vacant_Units_ACSMOE_10_14,pct_MLT_U10p_ACS_10_14,pct_MLT_U10p_ACSMOE_10_14
40,56,13,940400,56013940400,Census Tract 9404,56013,"Census Tract 9404, Fremont County, WY",Fremont County,Wyoming,"Fremont County, Wyoming",,,5969,448,49978,7224,7.4,2.3,8.93,2.3,17.99,1.13,15.09,7.32,7.48,3.17,0.13,0.2,79.26,2.22,8.48,2.86,8.43,3.48,1.54,1.72,0.07,0.15,0,0.27,1.16,0.9,0.86,1.64,0.36,0.61,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,2500,110,2323,124,26.22,4.66,27.47,7.71,20.95,6.96,7.08,3.31,5.12,2.19
41,56,13,940500,56013940500,Census Tract 9405,56013,"Census Tract 9405, Fremont County, WY",Fremont County,Wyoming,"Fremont County, Wyoming",,,2669,227,44662,5742,6.86,1.98,9.03,3.17,14.69,2.13,11.14,4.75,9.35,3.35,1.61,1.83,74.33,3.95,12.89,5.82,9.4,5.94,0,0.41,0,0.41,0,0.41,0.41,0.67,0,0.94,0.44,0.72,0,0.44,0,0.44,0,0.44,0,0.44,0,0.44,0,0.44,1350,87,1168,103,48.37,7.72,28.45,10.35,17.86,5.87,13.48,5.49,12.3,4.6
42,56,15,957700,56015957700,Census Tract 9577,56015,"Census Tract 9577, Goshen County, WY",Goshen County,Wyoming,"Goshen County, Wyoming",17.1,80.8,2008,225,49671,7665,9.41,4.3,5.78,2.46,20.72,4.07,20.26,12.38,5.35,2.53,0,0.55,98.95,1.62,0.65,0.74,0,0.55,0.15,0.35,0.25,0.45,0,0.55,0.6,0.64,0.81,2.15,0,0.6,0,0.6,0,0.6,0,0.6,0,0.6,0,0.6,0,0.6,887,68,745,72,20.67,7.52,19.85,10.47,16.53,11.74,16.01,5.39,0,1.24
43,56,15,957800,56015957800,Census Tract 9578,56015,"Census Tract 9578, Goshen County, WY",Goshen County,Wyoming,"Goshen County, Wyoming",19.5,74.1,3273,318,45219,6478,3.54,1.89,12.92,4.63,15.73,2.65,22.95,10.34,15.23,5.08,0.31,0.55,77.45,6.71,18.18,4.92,0.06,0.15,0.18,0.21,0,0.34,0,0.34,5.07,2.33,2.16,2.36,3.33,2.23,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,1647,93,1438,136,22.74,7.34,12.59,7.41,14.02,4.8,12.69,6.88,0.61,1.03
44,56,15,957900,56015957900,Census Tract 9579,56015,"Census Tract 9579, Goshen County, WY",Goshen County,Wyoming,"Goshen County, Wyoming",17.6,81.2,5238,370,46383,4788,5.8,1.83,11.87,3.1,22.74,1.97,10.7,4.31,9.22,2.97,0.27,0.27,87.84,4.08,8.15,3.17,0.8,0.61,0.02,0.1,0.02,0.04,0,0.21,0.57,0.55,0.39,0.78,0.73,0.57,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,2133,155,2044,150,27.54,6.85,17.96,6.46,26.59,5.51,4.17,3.46,6.89,2.72
45,56,15,958000,56015958000,Census Tract 9580,56015,"Census Tract 9580, Goshen County, WY",Goshen County,Wyoming,"Goshen County, Wyoming",20.8,76.8,3036,254,38652,4906,4.51,2.11,8.4,2.57,15.61,4.04,20.46,8.02,9.8,4.22,0.72,1.25,87.09,2.8,11.89,4.94,0,0.36,0,0.36,0,0.36,0,0.36,5.4,2.9,3.15,3.66,2.73,2.23,0,0.38,0,0.38,0,0.38,0,0.38,0,0.38,0,0.38,1301,99,1143,100,25.9,6.44,13.6,6.88,10.61,3.69,12.14,5.22,0.61,1.23
46,56,17,967800,56017967800,Census Tract 9678,56017,"Census Tract 9678, Hot Springs County, WY",Hot Springs County,Wyoming,"Hot Springs County, Wyoming",16.6,80,2923,156,41207,8800,6.02,2.68,2.94,1.77,24.19,2.91,12.6,6.1,9.65,3.69,0.03,0.89,94.83,1.58,3.04,1.84,1.81,1.57,0,0.38,0,0.38,0,0.38,2.09,1.98,0,0.78,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,1569,87,1402,94,27.03,6.6,16.96,7.78,19.74,7.28,10.64,5.19,5.1,2.98
47,56,17,967900,56017967900,Census Tract 9679,56017,"Census Tract 9679, Hot Springs County, WY",Hot Springs County,Wyoming,"Hot Springs County, Wyoming",16.8,83.6,1903,156,55882,14614,1.79,1.31,4.31,2.34,22.6,4.06,5.86,2.21,16.94,5.05,0.58,0.58,92.64,2.3,2.89,2.35,1.94,1.2,0.74,1.1,0.05,0.11,0,0.58,1.68,1.31,0,1.35,0.05,0.11,0.05,0.11,0,0.59,0,0.59,0,0.59,0,0.59,0,0.59,1013,63,816,74,26.84,6.02,4.89,3.9,19.93,6.93,19.45,5.7,7.21,2.53
48,56,19,955100,56019955100,Census Tract 9551,56019,"Census Tract 9551, Johnson County, WY",Johnson County,Wyoming,"Johnson County, Wyoming",18.7,84,2759,191,58563,10994,6.49,2.42,3.91,2.12,16.78,4.64,5.63,2.73,6.77,3.3,0.04,0.07,98.15,1.32,1.81,1.88,0,0.4,0,0.4,0,0.4,0,0.4,2.03,1.62,0,0.94,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,1573,166,1172,149,23.21,8.01,15.39,8.67,6.68,4.29,25.49,7.07,0,0.7
49,56,19,955200,56019955200,Census Tract 9552,56019,"Census Tract 9552, Johnson County, WY",Johnson County,Wyoming,"Johnson County, Wyoming",17.6,84.7,5840,191,54732,11520,6.01,1.63,7.53,1.83,20.24,2.34,9.33,3.52,4.33,2.24,0,0.27,89.61,1.6,5.12,0.87,0,0.27,1.63,1.16,0,0.27,0.33,0.58,2.53,1.56,0,0.61,0.89,1.09,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,2971,165,2613,203,26.94,6.08,23.96,10.29,8.87,4.28,12.05,5.38,7.54,3.61
50,56,21,200,56021000200,Census Tract 2,56021,"Census Tract 2, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",25.7,77.6,4543,481,37909,9809,8.01,3.71,8.76,3.44,11.84,2.37,28.2,10.18,12.85,4.89,6.78,4.16,61.41,8.24,25.89,5.77,5.17,4.92,0,0.24,0,0.24,0.42,0.7,1.28,1.38,0,0.6,0.84,1.17,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,2280,116,1829,214,47.68,9.34,22.23,10.21,25.66,9.52,19.78,8.23,0.75,1.32
51,56,21,300,56021000300,Census Tract 3,56021,"Census Tract 3, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",22.1,76.2,3660,274,59263,8347,7.43,2.28,11.5,4.43,9.7,2.29,8.16,4.73,8.93,3.18,5.98,3.58,63.5,5.35,25.66,5.46,0.44,0.63,1.64,1.88,0.03,0.11,0,0.3,2.9,2.15,1.38,2.22,2.86,2.88,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,0,0.32,1423,54,1307,89,23.18,6.78,23.58,7.45,12.76,5.82,8.15,4.91,3.79,2.53
52,56,21,401,56021000401,Census Tract 4.01,56021,"Census Tract 4.01, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",22.2,78.6,4747,484,52760,4347,5.31,2.25,6.51,3,10.85,2.13,14.26,5.69,10.2,3.43,0.53,0.8,79.65,4.15,16.49,4.86,0.72,1.22,0.32,0.48,0,0.23,0,0.23,4.66,2.33,1.46,1.56,2.49,1.58,0,0.24,0,0.24,0,0.24,0,0.24,0,0.24,0,0.24,2065,120,1849,158,22.5,7.1,17.72,6.89,15.42,4.95,10.46,5.39,0,0.53
53,56,21,402,56021000402,Census Tract 4.02,56021,"Census Tract 4.02, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",23.7,77.2,5797,598,41551,6332,7.95,3.88,17.06,4.46,8.8,2.09,21.23,7.05,15.12,5.21,2.69,2.31,73.42,8.1,22.48,7.37,1.19,1.1,0,0.28,0.09,0.21,0,0.28,6.05,2.97,1.73,1.9,3.17,2.05,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,2396,143,2307,162,32.08,7.42,18.33,9.35,20.21,7.05,3.71,4.25,9.77,5.27
54,56,21,501,56021000501,Census Tract 5.01,56021,"Census Tract 5.01, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",20.1,78.5,8376,683,63750,13594,9.81,2.46,11.93,3.05,10.85,1.49,11.74,5.03,4.76,3.29,2.23,2.38,79.18,5.21,14.06,4.49,2.53,2.51,0.61,0.88,0,0.19,0,0.19,1.64,1.04,0,0.54,0,0.21,0,0.21,0,0.21,0,0.21,0,0.21,0,0.21,0,0.21,3152,83,2947,162,35.02,7.18,39.95,9.94,21.91,8.05,6.5,4.5,2.38,2.54
55,56,21,600,56021000600,Census Tract 6,56021,"Census Tract 6, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",20.5,77.7,5939,426,45385,9572,5.3,2.39,8.45,2.59,14.67,2.09,10.38,3.66,10.04,4.6,4.23,2.18,75.57,4.72,16.82,3.91,0.34,0.71,0.39,0.54,0,0.27,0,0.27,1.48,1.43,0.99,1.24,0.52,0.55,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,0,0.28,2941,143,2740,175,50.22,6.15,23.13,9.71,31.37,7.17,6.83,3.93,6.66,3.08
56,56,21,700,56021000700,Census Tract 7,56021,"Census Tract 7, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",24.3,79.5,4247,495,34202,2381,4,2.07,13.04,4.75,9.58,2.41,15.02,4.94,9.06,4.06,0.68,0.7,76.74,1.48,19.12,8.2,0.99,1.08,0.42,0.66,0.14,0.19,0.42,0.61,3.77,2.79,0,0.57,1.25,1.39,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,2322,90,1925,185,63.27,8.55,14.29,7.74,30.85,7.58,17.1,8.2,14.21,5.14
57,56,21,800,56021000800,Census Tract 8,56021,"Census Tract 8, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",16.5,82.8,1797,154,63804,12205,3.73,2.37,7.35,3.62,22.15,4.15,9.34,5.08,4.59,2.3,1.39,1.39,80.41,4.51,11.02,5.09,0,0.61,3.62,2.71,0,0.61,0,0.61,6.07,3.07,1.59,2.32,0.69,0.75,0,0.64,0.64,0.98,1.45,1.9,0,0.64,0,0.64,0,0.64,877,34,818,55,23.11,6.54,10.92,6.68,17.2,7.2,6.73,5.01,0,1.25
58,56,21,900,56021000900,Census Tract 9,56021,"Census Tract 9, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",16.1,81.5,2467,297,64857,10931,2.23,1.89,5.51,4.08,21.32,3.37,3.81,2.84,2.3,1.61,0.28,0.49,83.62,14.23,10.26,6.74,0,0.45,1.42,1.86,0,0.45,0,0.45,1.74,1.93,1.28,1.6,0.79,0.91,0,0.46,0,0.46,0,0.46,0,0.46,0,0.46,0,0.46,1418,73,1250,94,24.56,7.45,7.53,7,31.9,9.99,11.85,6.25,0.56,1.13
59,56,21,1000,56021001000,Census Tract 10,56021,"Census Tract 10, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",22.9,72.8,3356,345,41347,2510,7.24,3.22,12.93,4.89,9.86,2.22,19.99,9.04,7.23,3.09,5.99,3.88,68.27,7.35,17.28,5.78,2.86,3.8,3.16,2.51,0,0.33,0,0.33,2.74,2.13,0,0.75,0.61,0.74,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,1724,66,1459,108,53.26,6.51,25.72,12.25,25.89,8.5,15.37,5.6,3.25,3.01
60,56,21,1100,56021001100,Census Tract 11,56021,"Census Tract 11, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",27,72.7,2746,296,46689,8800,18.68,3.12,33.76,2.73,1.27,1.82,1.78,1.58,2.83,3.1,11.4,5.81,65.77,7.63,14.64,5.8,0,0.4,1.2,1.23,0,0.4,0.15,0.22,1.57,1.85,0,1.6,0.31,0.45,0,0.49,0,0.49,0.22,0.4,0,0.49,0.18,0.31,0,0.49,803,109,686,102,98.1,2.88,63.58,12.7,29.95,6.74,14.57,7.72,0.87,1.86
61,56,21,1200,56021001200,Census Tract 12,56021,"Census Tract 12, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",14.2,85.9,4624,345,86218,24876,3.68,2.06,4.24,2.05,22.28,1.48,1.86,1.88,1.87,1.45,0.82,1.01,85.38,4.95,11.01,4.16,0,0.24,0.74,1.08,0,0.24,0,0.24,3.33,1.82,0.68,1.16,0.4,0.63,0,0.25,0,0.25,0.76,1.12,0,0.25,0,0.25,0,0.25,2160,76,2060,102,18.59,6,11.29,6.27,11.02,5.54,4.63,3.79,7.87,4.16
62,56,21,1300,56021001300,Census Tract 13,56021,"Census Tract 13, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",15.1,87.1,7671,441,76467,6788,4.58,1.38,7.08,2.88,18.88,1.69,4.76,2.56,6.91,3.33,3.31,4.27,82.56,6.27,13.17,4.09,0,0.21,0.25,0.42,0,0.21,0,0.21,1.86,1.04,0,0.51,0.23,0.41,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,3236,82,3108,113,24.45,5.69,13.8,6.1,13.5,4.51,3.96,2.84,7.11,3.24
63,56,21,1401,56021001401,Census Tract 14.01,56021,"Census Tract 14.01, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",19.1,79.6,4226,279,68859,9823,9.56,3.01,8.05,2.89,12.54,1.91,7.69,4.19,6.03,2.89,2.6,2.45,85.04,3.29,7.71,3.2,0.26,0.57,2.56,1.65,0,0.26,0,0.26,5.47,3.44,0,0.68,0.5,0.76,0,0.29,0,0.29,0.58,0.81,0,0.29,0,0.29,0,0.29,1607,46,1607,46,33.23,7.78,28.52,8.36,19.93,6.89,0,0.68,3.92,3.11
64,56,21,1402,56021001402,Census Tract 14.02,56021,"Census Tract 14.02, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",17,80.5,2484,241,72380,6672,5.03,2.9,10.19,5.06,23.15,1.63,7.19,5.01,6.59,3.14,3.18,3.85,87.6,2.49,6.36,3.69,0.52,0.72,2.21,3.09,0,0.44,0,0.44,2.82,1.95,1,1.9,0.13,0.21,0.13,0.25,0,0.47,0,0.47,0,0.47,0,0.47,0,0.47,997,76,997,76,37.21,7.72,14.29,7.17,19.75,7.05,0,1.1,18.05,6.37
65,56,21,1501,56021001501,Census Tract 15.01,56021,"Census Tract 15.01, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",18.4,80.1,5050,394,74013,9231,7.41,2.79,9.19,2.9,14.1,1.25,7.33,4.83,4.59,2.63,4.2,4.86,75.45,7.21,11.5,4.44,0.02,0.04,5.68,6.58,0,0.22,0,0.22,5.62,4.41,1.17,1.7,1.09,0.94,0,0.24,4.19,5.42,0,0.24,0,0.24,0,0.24,0,0.24,2015,77,1882,98,22.53,6.54,21.87,9.3,14.64,7.54,6.6,4.56,8.09,2.81
66,56,21,1502,56021001502,Census Tract 15.02,56021,"Census Tract 15.02, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",22.7,76.5,5010,556,37382,2434,12.75,3.02,9.56,2.99,12.1,3.29,21.94,9.25,3.55,2.28,2.77,3.18,80.44,12.34,11.34,3.75,0.22,0.4,0.72,0.79,0,0.32,0,0.32,1.96,1.01,0.83,1.52,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,0,0.37,2420,92,2039,158,41.29,7.22,37.27,11.5,17.12,7.97,15.74,6.42,16.86,6.41
67,56,21,1901,56021001901,Census Tract 19.01,56021,"Census Tract 19.01, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",15,89.4,5601,448,103203,9837,3.09,2.27,8.37,2.69,11.19,1.46,3.68,2.41,4.53,2.11,0,0.29,90.36,0.56,7.21,4.43,0.18,0.32,1.07,0.96,0.02,0.04,0,0.29,1.87,1.38,0,0.82,0.55,0.72,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,0,0.29,1975,105,1941,114,6.29,3.64,8.55,4.31,7.02,5.39,1.72,2.02,0,0.81
68,56,21,1902,56021001902,Census Tract 19.02,56021,"Census Tract 19.02, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",17,88.1,4340,355,81895,12160,1.94,1.37,7.81,2.55,16.66,2.25,4.27,3.05,0.73,0.83,0.41,0.62,94.7,4.32,4.03,2.79,0,0.25,0,0.25,0,0.25,0,0.25,0.69,0.67,0,0.66,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,0,0.26,1886,142,1655,149,8.1,5.45,7.23,4.91,7.08,4.25,12.25,5.33,0.48,0.95
69,56,21,2000,56021002000,Census Tract 20,56021,"Census Tract 20, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",18.9,80.6,7731,664,66783,9651,7.63,2.5,4.89,2.76,13.58,2.04,5.18,3.18,6.01,3.26,0.48,0.61,90.05,10.76,8.07,4.29,0.01,0.13,0,0.21,0.14,0.27,0,0.21,1.29,0.91,0.27,0.61,0.56,0.4,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,0,0.22,3274,187,2958,187,15.65,4.18,20.86,7.57,12.53,5.73,9.65,3.87,0.34,0.73
70,56,21,980801,56021980801,Census Tract 9808.01,56021,"Census Tract 9808.01, Laramie County, WY",Laramie County,Wyoming,"Laramie County, Wyoming",,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,11,,,,,,,,,,
71,56,23,978000,56023978000,Census Tract 9780,56023,"Census Tract 9780, Lincoln County, WY",Lincoln County,Wyoming,"Lincoln County, Wyoming",19,74.5,6391,496,68214,13349,6.48,2.53,4.38,1.67,16.99,1.88,6.96,3.45,8.06,2.9,0.14,0.23,92.13,2.45,4.69,1.3,0,0.25,1.2,0.6,0,0.25,0,0.25,1.82,0.8,0.98,1.09,1.05,0.87,0,0.27,0,0.27,0.22,0.2,0,0.27,0,0.27,0,0.27,3694,101,2564,160,20.55,5.27,15.55,6.02,16.23,4.99,30.59,4.66,0,0.43
72,56,23,978100,56023978100,Census Tract 9781,56023,"Census Tract 9781, Lincoln County, WY",Lincoln County,Wyoming,"Lincoln County, Wyoming",17.8,80.4,6356,488,66327,5074,6.4,2.11,8.53,1.74,10.59,1.69,11.01,5.2,4.18,1.97,0.11,0.24,94.95,1.64,3.19,1.46,0,0.25,0,0.25,0.17,0.2,0,0.25,1.02,0.69,0.25,0.93,0.4,0.45,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,0,0.27,2495,71,2033,145,14.22,4.36,17.24,4.81,10.79,4.46,18.52,4.98,0.16,0.68
73,56,23,978200,56023978200,Census Tract 9782,56023,"Census Tract 9782, Lincoln County, WY",Lincoln County,Wyoming,"Lincoln County, Wyoming",20.7,78.8,1968,278,58125,11246,9.65,3.56,4.67,2.08,13.16,2.61,7.04,4.12,9.02,4.31,0,0.56,94.21,4.74,1.22,1.51,2.44,3.95,0.15,0.25,0,0.56,0,0.56,0.41,0.45,0.15,1.66,0,0.62,0,0.62,0.06,0.17,0,0.62,0,0.62,0,0.62,0,0.62,1102,50,661,76,10.59,4.84,20.52,6.54,20.58,8.37,40.02,6.28,0,1
74,56,23,978400,56023978400,Census Tract 9784,56023,"Census Tract 9784, Lincoln County, WY",Lincoln County,Wyoming,"Lincoln County, Wyoming",19.1,82.8,3465,207,72262,11396,8.48,3.19,5.92,1.99,11.52,1.75,4.23,1.95,6.52,2.7,0.17,0.35,90.42,1.68,7.39,2.85,0.32,0.46,0.06,0.12,0.14,0.26,0,0.32,3.06,2.13,0,0.83,0.95,0.79,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,0,0.35,1701,122,1326,108,20.74,6.03,20.02,6.49,15.35,3.77,22.05,5.3,5.41,3.68
75,56,25,200,56025000200,Census Tract 2,56025,"Census Tract 2, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",25.7,75.4,4588,477,33016,9960,6.69,3.97,10.05,3.46,12.12,3.25,18.29,5.27,18.87,6.5,11.14,6.61,58.89,6.92,15.43,4.43,2.9,1.61,1.5,1.32,0,0.24,0,0.24,6.15,3.52,6.47,3.54,5.21,3.39,0,0.26,0,0.26,0,0.26,0,0.26,0.37,0.61,0,0.26,2275,134,2039,161,60.91,7.11,33.4,15.25,15.94,5.8,10.37,6.04,25.32,7.5
76,56,25,300,56025000300,Census Tract 3,56025,"Census Tract 3, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",21.7,82.1,4441,386,45677,8589,9.3,3.76,9.07,2.94,14.73,2.23,14.25,4.3,6.58,3.59,0.02,0.04,78.36,3.83,14.12,6.23,2.36,2.26,1.1,1.46,0,0.25,0,0.25,1.91,1.61,1.76,1.51,1.51,1.24,0,0.27,1.22,1.66,0,0.27,0,0.27,0,0.27,0,0.27,2168,110,2043,121,49.44,6.73,32.84,12.03,18.65,7.22,5.77,4.05,14.07,4
77,56,25,400,56025000400,Census Tract 4,56025,"Census Tract 4, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",19.2,81.6,4236,366,50905,7221,5.71,2.57,9.54,2.66,14.94,1.25,10.01,4.33,5.77,2.44,0.54,0.75,88.2,3.82,7.25,5.42,0.9,0.99,2.83,2.82,0,0.26,0,0.26,2.17,2.26,0,0.6,0.3,0.53,0,0.28,0,0.28,0,0.28,0,0.28,0.38,0.52,0,0.28,1951,68,1829,88,23.51,5.24,18.13,7.81,15.82,4.95,6.25,3.79,2.05,1.69
78,56,25,501,56025000501,Census Tract 5.01,56025,"Census Tract 5.01, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",19.1,81.5,5686,469,60294,4944,5.36,2.15,7.16,2.93,15.62,2.7,7.58,3.74,7.3,3.55,1.44,2.14,87.9,10.24,7.81,3.83,0.09,0.12,1.34,1.46,0,0.28,0,0.28,3.99,2.83,1.33,1.77,1.04,1.34,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,0,0.3,2641,109,2481,159,48.73,6.86,17,7.37,24.81,7.57,6.06,5.03,33.13,7.72
79,56,25,502,56025000502,Census Tract 5.02,56025,"Census Tract 5.02, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",21,79.7,3235,361,61786,13296,12.55,4.52,20.46,11.08,9.77,0.22,19.01,9.83,6.16,3.63,0.56,0.93,78.05,6.05,15.83,8.79,0.25,0.34,2.6,3.51,0,0.34,0,0.34,7.64,6.25,4.22,6.12,5.41,4.81,0,0.39,0,0.39,0,0.39,0,0.39,0,0.39,0,0.39,1266,70,1208,100,41.56,6.61,42.26,12.89,19.24,7.21,4.58,4.18,17.69,8.08
80,56,25,600,56025000600,Census Tract 6,56025,"Census Tract 6, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",20.1,77.7,7320,553,59350,4807,4.6,1.59,11.97,3.8,10.52,1.01,8.93,4.04,7.38,2.97,0,0.22,93.02,1.04,4.33,2.19,1,1.57,0.52,0.57,0,0.22,0,0.22,1.45,1.27,0.23,0.7,0,0.23,0.2,0.36,0,0.23,0,0.23,0,0.23,0,0.23,0,0.23,3338,108,2990,213,30.5,6.85,22.55,7.72,23.48,7.95,10.43,6.16,2.43,3.26
81,56,25,700,56025000700,Census Tract 7,56025,"Census Tract 7, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",20,82.1,2550,319,52558,8573,7.29,4.22,11.49,3.9,9.73,2.72,8.98,7.59,6.45,3.26,0,0.43,91.73,1.75,8.24,4.87,0,0.43,0,0.43,0,0.43,0,0.43,0.71,0.86,0,0.95,0.42,0.76,0,0.47,0,0.47,0,0.47,0,0.47,0,0.47,0,0.47,1356,66,1159,131,37.53,9.54,22.66,12.92,21.82,8.82,14.53,8.53,0,0.81
82,56,25,800,56025000800,Census Tract 8,56025,"Census Tract 8, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",18.6,78.7,3926,272,50963,3820,5.04,2.42,12.76,3.16,15.64,2.42,7.93,3.31,9.62,4.1,0,0.28,90.32,2.97,6.19,3.67,0,0.28,0.59,0.81,0,0.28,0,0.28,0.59,0.81,0,0.65,0.27,0.48,0,0.3,0.19,0.32,0,0.3,0,0.3,0,0.3,0,0.3,1881,82,1697,116,31.76,6.85,18.72,8.14,17.78,7.57,9.78,5.09,5.37,4.62
83,56,25,901,56025000901,Census Tract 9.01,56025,"Census Tract 9.01, Natrona County, WY",Natrona County,Wyoming,"Natrona County, Wyoming",17.2,81.2,4869,422,66090,6067,7.11,2.28,8.22,2.62,12.51,1.26,12.98,7.76,7.32,2.98,0.25,0.43,88.77,3,9.12,6.17,0.27,0.43,0.39,0.68,0,0.23,0,0.23,2.07,2.29,4.32,5.61,2.76,3.33,0,0.24,0,0.24,0,0.24,0,0.24,0,0.24,0,0.24,2038,94,1851,137,27.12,7.12,26.83,11.25,9.92,3.81,9.18,4.84,9.67,6.46
